drug_id,drug_name,drug_synonyms,status,type,main_pubmed,main_doi,smiles,structure_image,chebi_id,pubchem_cid,pubchem_sid,moa,radiochemical_method_description,radiochemical_yield,radiochemical_purity,specific_activity,created_at,updated_at
RDC01088,[89Zr]Zr-DFO-NY005,89Zr-DFO-NY005,Preclinical,Diagnosis ,40992671,10.1016/j.ijrobp.2025.09.022,,,,,,"[89Zr]Zr-DFO-NY005 is an immuno-PET imaging tracer labeled with zirconium-89, and targeting a tumor-associated antigen, enabling visualization of tumors such as breast cancer and lung cancer.",,,,,,
RDC00479,[99mTc]Tc-RIB-PEG4-CN,99mTc-RIB-PEG4-CN,Preclinical,Diagnosis ,39827487,10.1016/j.ejmech.2025.117264,,,,,,"[99mTc]Tc-RIB-PEG4-CN is a SPECT imaging tracer labeled with technetium-99m, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and colorectal cancer.",,,,,,
RDC01150,[68Ga]Ga-PSMA-HK4,68Ga-PSMA-HK4,Preclinical,Diagnosis ,41521448,10.1002/adhm.202505128,,,,,,"[68Ga]Ga-PSMA-HK4 is a PET imaging tracer labeled with gallium-68, conjugated, and targeting prostate-specific membrane antigen (PSMA), enabling visualization of tumors such as prostate cancer and renal cell carcinoma.",,,,,,
RDC01177,[68Ga]Ga-PSMA-HK7,68Ga-PSMA-HK7,Preclinical,Diagnosis ,41521448,10.1002/adhm.202505128,,,,,,"[68Ga]Ga-PSMA-HK7 is a PET imaging tracer labeled with gallium-68, conjugated, and targeting prostate-specific membrane antigen (PSMA), enabling visualization of tumors such as prostate cancer and renal cell carcinoma.",,,,,,
RDC01015,[99mTc]Tc-MY6349,[99mTc]Tc-MY6349; 99mTc-MY6349,Preclinical,Diagnosis,39947911,10.2967/jnumed.124.268564,,,,,,"[99mTc]Tc-MY6349 is a SPECT imaging tracer labeled with technetium-99m, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and lung cancer.",,,,,,
RDC01016,Al[18F]F-RESCA-T4,[18F]AlF-RESCA-T4; Al18F-RESCA-T4,Preclinical,Diagnosis,39542697,10.2967/jnumed.124.268751,,,,,,"Al[18F]F-RESCA-T4 is a PET imaging tracer labeled with fluorine-18 using an AlF-RESCA labeling strategy, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and lung cancer.",,,,,,
RDC01017,[64Cu]Cu-NOTA-Trodelvy,[64Cu]Cu-NOTA-Trodelvy; 64Cu-Trodelvy,Preclinical,Diagnosis,40059341,10.1021/acs.molpharmaceut.5c00069,,,,,,"[64Cu]Cu-NOTA-Trodelvy is an immuno-PET imaging tracer labeled with copper-64, targeting Trop-2, enabling visualization of tumors such as triple-negative breast cancer and urothelial carcinoma.",,,,,,
RDC01019,[68Ga]Ga-NOTA-MI-exendin-4,[68Ga]Ga-NOTA-exendin-4; 68Ga-NOTA-exendin-4; 68Ga exendin-4,Phase 1,Diagnosis,37318633,10.1186/s41181-023-00193-4,,,,,,"[68Ga]Ga-NOTA-MI-exendin-4 is a PET imaging tracer labeled with gallium-68, and targeting glucagon-like peptide-1 receptor (GLP-1R), enabling visualization of diseases such as insulinoma and pancreatic neuroendocrine tumors.",,,,,,
RDC01020,[89Zr]Zr-anti-TROP-2 antibody NY003,[89Zr]Zr-DFO-NY003; 89Zr-NY003; 89Zr-labeled NY003,Preclinical,Diagnosis,38194043,10.1186/s41181-023-00235-x,,DSTR01020,,,,"[89Zr]Zr-anti-TROP-2 antibody NY003 is an immuno-PET imaging tracer labeled with zirconium-89, enabling visualization of tumors such as breast cancer and urothelial carcinoma.",,,,,,
RDC01021,[177Lu]Lu-DTPA-NY003,177Lu-NY003; 177Lu-labeled NY003,Preclinical,Treatment,38194043,10.1186/s41181-023-00235-x,,DSTR01021,,,,"[177Lu]Lu-DTPA-NY003 is a radioimmunotherapy agent labeled with lutetium-177, enabling targeted radiotherapy of tumors such as breast cancer and urothelial carcinoma.",,,,,,
RDC01022,[89Zr]Zr-DFO-AF650,89Zr-DFO-AF650; [89Zr]Zr-DFO-AF650,Preclinical,Diagnosis,34519889,10.1007/s00259-021-05563-1,,DSTR01022,,,,"[89Zr]Zr-DFO-AF650 is a multimodal imaging probe labeled with zirconium-89, enabling PET/optical imaging studies of tumors such as breast cancer and lung cancer.",,,,,,
RDC01024,[68Ga]Ga-IMP288,TF12 + 68Ga-IMP288; TF12/68Ga-IMP288,Preclinical,Diagnosis,25060065,10.1007/s11307-014-0772-x,,,,,,"TF12 / [68Ga]Ga-IMP288 is a pretargeted PET imaging system consisting of the bispecific antibody TF12 and the gallium-68–labeled peptide IMP288, targeting carcinoembryonic antigen (CEA), enabling visualization of tumors such as colorectal cancer.",,,,,,
RDC01025,[177Lu]Lu-IMP288,TF12 + 177Lu-IMP288; TF12/177Lu-IMP288,Preclinical,Treatment,23674207,10.1007/s00259-013-2434-7,,,,,,"TF12 / [177Lu]Lu-IMP288 is a pretargeted radioimmunotherapy system consisting of the bispecific antibody TF12 and the lutetium-177–labeled peptide IMP288, targeting carcinoembryonic antigen (CEA), enabling targeted radiotherapy of tumors such as colorectal cancer.",,,,,,
RDC01026,[64Cu]Cu-NOTA-ALT-836,64Cu-NOTA-ALT-836; [64Cu]Cu-NOTA-ALT-836,Preclinical,Diagnosis,32670751,10.1002/advs.201903595,,DSTR01026,,,,"[64Cu]Cu-NOTA-ALT-836 is an immuno-PET imaging tracer labeled with copper-64, enabling visualization of tumors such as pancreatic cancer and breast cancer.",,,,,,
RDC01027,[111In]In-RDC018,111In-RDC018; [111In]In-RDC018,Preclinical,Diagnosis,25252911,10.1158/0008-5472.can-14-0594,CC(NC(C[N@]12CC[N]3(C4)CC[N]5(CC(O6)=O)CC[N@@]7(CC(O[111In+3]35267OC4=O)=O)CC1)=O)C(NC(CCCCNC(CNC(CCC(NCCC8=CN=CN8)=O)=O)=O)C(NC(CC9=CC=C(O)C=C9)C(NC(CCCCNC(CNC(CCC(NCCC%10=CN=CN%10)=O)=O)=O)C(NCCSC%11CC(N(CCNC(CCCC%12(C)C%13=CC=CC=C%13N(CCCS(=O)([O-])=O)/C%12=C/C=C%14CCCC(/C=C/C%15=[N+](CCCS(=O)([O-])=O)C%16=CC=CC=C%16C%15(C)C)=C\%14OC%17=CC=C(S(=O)(O)=O)C=C%17)=O)C%11=O)=O)=O)=O)=O)=O,DSTR01027,,,,"[111In]In-RDC018 is a SPECT imaging tracer labeled with indium-111, and targeting prostate-specific membrane antigen (PSMA), enabling visualization of tumors such as prostate cancer.",,,,,,
RDC01028,[64Cu]Cu-ATSM,64Cu-ATSM,Phase 3,Diagnosis,24491409,10.2967/jnumed.113.126615,,,,,,"[64Cu]Cu-ATSM is a copper-64 labeled hypoxia-targeted PET imaging agent that specifically targets tumor hypoxic tissue and is applied for PET diagnosis and imaging to evaluate hypoxia status, staging and prognosis of solid tumors.",,,,,,
RDC01029,[177Lu]Lu-DOTA-AE105,177Lu-AE105,Preclinical,Treatment,22739362,10.1016/j.nucmedbio.2012.05.007,CC(C)CC(NC([C@H](CC1=CC=C(O)C=C1)NC(C(CCCNC(N)=N)NC(C(CO)NC(C(CC2=CC=CC=C2)NC([C@H](CC3CCCCC3)NC(C(CC(O)=O)NC(C[N@@]45CC[N]6(CC(O7)=O)CC[N]8(C9)CC[N@@]%10(CC(O[177Lu+3]86%1075OC9=O)=O)CC4)=O)=O)=O)=O)=O)=O)=O)C(N[C@@H](CC%11=CNC%12=C%11C=CC=C%12)C(N[C@@H](CO)C(N)=O)=O)=O,DSTR01029,,,,"[177Lu]Lu-DOTA-AE105 is a radioligand therapy agent labeled with lutetium-17 and targeting urokinase-type plasminogen activator receptor (uPAR), enabling targeted radiotherapy of tumors such as breast cancer and prostate cancer.",,,,,,
RDC01032,[89Zr]Zr-DFO-L111,[89Zr]Zr-DFO-L111; 89Zr-L111,Preclinical,Diagnosis,38277241,10.1158/1078-0432.ccr-23-3647,,DSTR01032,,,,"[89Zr]Zr-DFO-L111 is an immuno-PET imaging tracer labeled with zirconium-89, targeting a tumor-associated antigen, enabling visualization of tumors such as breast cancer and lung cancer.",,,,,,
RDC01033,[89Zr]Zr-DFO-SC16.56,[89Zr]Zr-DFO-SC16.56; 89Zr-SC16.56,Preclinical,Diagnosis,38950555,10.1016/s1470-2045(24)00249-3,,DSTR01033,,,,"[89Zr]Zr-DFO-SC16.56 is an immuno-PET imaging tracer labeled with zirconium-89, targeting delta-like ligand 3 (DLL3), enabling visualization of tumors such as small cell lung cancer.",,,,,,
RDC01034,[89Zr]Zr-DFO-Mal-DAR2-SC16-MB1,[89Zr]Zr-DFO-Mal-DAR2-SC16-MB1; 89Zr-DAR2-SC16-MB1 (Mal),Preclinical,Diagnosis,33835770,10.1021/acs.bioconjchem.1c00121,,,,,,"[89Zr]Zr-DFO-Mal-DAR2-SC16-MB1 is an immuno-PET imaging tracer labeled with zirconium-89, targeting delta-like ligand 3 (DLL3), enabling visualization of tumors such as small cell lung cancer.",,,,,,
RDC01035,[89Zr]Zr-DFO-PODS-DAR2-SC16-MB1,[89Zr]Zr-DFO-PODS-DAR2-SC16-MB1; 89Zr-DAR2-SC16-MB1 (PODS),Preclinical,Diagnosis,33835770,10.1021/acs.bioconjchem.1c00121,,,,,,"[89Zr]Zr-DFO-Mal-DAR2-SC16-MB1 is an immuno-PET imaging tracer labeled with zirconium-89, conjugated to a maleimide-linked SC16-derived antibody construct (DAR2 format), targeting delta-like ligand 3 (DLL3), enabling visualization of tumors such as small cell lung cancer.",,,,,,
RDC01036,[64Cu]Cu-NOTA-WL12,[64Cu]Cu-NOTA-WL12; 64Cu-WL12; Cu-64 WL12,Phase 1,Diagnosis,33705912,10.1016/j.bmcl.2021.127901,CN([C@H](C(N[C@H](CC(N)=O)C(N1CCCC1C(NC(CC2=CNC=N2)C(N[C@H](CC(C)C)C(N3C[C@@H](CC3C(N4)=O)O)=O)=O)=O)=O)=O)C)C[C@@H](NC(CSCC(C(NCC(N)=O)=O)NC([C@H](CCCNC(NC5=CC=C(C=C5)C[C@H]6C[N]7(CC[N](CC(O8)=O)9CC[N]6%10C%11)CC(O[64Cu+2]79%108OC%11=O)=O)=S)NC(C(CCCC)N(C(C(CCCC)N(C([C@H](CC%12=CN(C%13=C%12C=CC=C%13)C)NC([C@H](CO)NC(C4CC%14=CNC%15=C%14C=CC=C%15)=O)=O)=O)C)=O)C)=O)=O)=O)CC%16=CC=C(C=C%16)O,DSTR01036,,,,"[64Cu]Cu-NOTA-WL12 is a PET imaging tracer labeled with copper-64, and targeting programmed death-ligand 1 (PD-L1), enabling visualization of tumors such as lung cancer and melanoma.",,,,,,
RDC01039,[68Ga]Ga-DPA,[68Ga]Ga-DPA; 68Ga-DPA,Preclinical,Diagnosis,36806629,10.1016/j.apsb.2021.09.016,CC(C(C(NC(C(N[C@@H](CCCNC(N)=N)C(N[C@H](C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@H](C(NC(CC2=CC=CC=C2)C(N)=O)=O)CC3=CNC=N3)=O)=O)CCC(N)=O)=O)=O)CC(O)=O)=O)NC(C4CCCN4C([C@H](CCCCN)NC([C@H](CO)NC([C@H](CC5=CC=C(C=C5)O)NC([C@@H](NC(CCOCCOCCOCCNC(C[N]67CC[N@@]8(CC[N@@](CC[N](CC7)9C(O%10)=O)%11C%12)C(O[68Ga+3]68%119%10OC%12=O)=O)=O)=O)CC(N)=O)=O)=O)=O)=O)=O)O,DSTR01039,,,,"[68Ga]Ga-DPA is a PET imaging tracer labeled with gallium-68, and targeting the translocator protein (TSPO), enabling visualization of diseases such as brain tumors and neuroinflammation.",,,,,,
RDC01041,[68Ga]Ga-DP2,[68Ga]Ga-DP2; 68Ga-DP2,Preclinical,Diagnosis,40151821,10.1021/cbmi.4c00071,O=C(O1)C[N@@]23CC[N]4(CC[N](C5)6CC[N@](CC3)7CC(CNCCOCC(NC(C(NCCOCCC(NC(C(NC(C(N[C@H](CO)C(NC(C(N8CCCC8C(NC(C(C)O)C(NC(C(N[C@H](CCCNC(N)=N)C(NC(C(N[C@H](CC9=CC=C(C=C9)O)C(NC(C(NC(CC%10=CC=CC=C%10)C(N)=O)=O)CC%11=CNC=N%11)=O)=O)CCC(N)=O)=O)=O)CC(O)=O)=O)=O)=O)CCCCN)=O)=O)CC%12=CC=C(C=C%12)O)=O)CC(N)=O)=O)=O)CCC(NCCOCCC(NC(C(NC(C(N[C@H](CO)C(NC(C(N%13CCCC%13C(NC(C(C)O)C(NC(C(N[C@H](CCCNC(N)=N)C(NC(C(N[C@H](CC%14=CC=C(C=C%14)O)C(NC(C(NC(CC%15=CC=CC=C%15)C(N)=O)=O)CC%16=CNC=N%16)=O)=O)CCC(N)=O)=O)=O)CC(O)=O)=O)=O)=O)CCCCN)=O)=O)CC%17=CC=C(C=C%17)O)=O)CC(N)=O)=O)=O)=O)=O)CC(O[68Ga+3]42167OC5=O)=O,DSTR01041,,,,"[68Ga]Ga-DP2 is a PET imaging tracer labeled with gallium-68, and targeting the translocator protein (TSPO), enabling visualization of diseases such as brain tumors and neuroinflammation.",,,,,,
RDC01042,[68Ga]Ga-DP3,[68Ga]Ga-DP3; 68Ga-DP3,Preclinical,Diagnosis,40151821,10.1021/cbmi.4c00071,,DSTR01042,,,,"[68Ga]Ga-DP3 is a PET imaging tracer labeled with gallium-68, and targeting the translocator protein (TSPO), enabling visualization of diseases such as brain tumors and neuroinflammation.",,,,,,
RDC01043,[89Zr]Zr-atezolizumab,[89Zr]Zr-DFO-atezolizumab; 89Zr-atezolizumab,Phase 1,Diagnosis,30478423,10.1038/s41591-018-0255-8,,,,,,"[89Zr]Zr-atezolizumab is an immuno-PET imaging tracer labeled with zirconium-89, conjugated to the anti–PD-L1 monoclonal antibody atezolizumab, enabling visualization of tumors such as lung cancer and bladder cancer.",,,,,,
RDC01044,[89Zr]Zr-DFO-atezolizumab,[89Zr]Zr-DFO-atezolizumab; 89Zr-DFO-ATZ,Phase 1,Diagnosis,31155004,10.1186/s40425-019-0607-z,,,CHEMBL6068595,,,"[89Zr]Zr-DFO-atezolizumab is an immuno-PET imaging tracer labeled with zirconium-89, conjugated to the anti–PD-L1 monoclonal antibody atezolizumab, enabling visualization of tumors such as lung cancer and bladder cancer.",,,,,,
RDC01045,[89Zr]Zr-nivolumab,[89Zr]Zr-DFO-nivolumab; 89Zr-nivolumab,Preclinical,Diagnosis,28803798,10.1016/j.bmc.2017.07.066,,DSTR01045,,,,"[89Zr]Zr-nivolumab is an immuno-PET imaging tracer labeled with zirconium-89, conjugated to the anti–PD-1 monoclonal antibody nivolumab, enabling visualization of tumors such as lung cancer and melanoma.",,,,,,
RDC01050,[89Zr]Zr-DFO-anti-PD-L1 mAb,[89Zr]Zr-DFO-anti-PD-L1 mAb; 89Zr-DFO-10F.9G2; 10F.9G2 immunoPET,Preclinical,Diagnosis,28811971,10.1080/2162402x.2017.1329071,,DSTR01050,,,,"[89Zr]Zr-DFO-anti-PD-L1 mAb (Zr-89-DFO-10F.9G2) is an immuno-PET imaging tracer labeled with zirconium-89, conjugated to the anti–PD-L1 monoclonal antibody 10F.9G2, enabling visualization of tumors such as lung cancer and melanoma.",,,,,,
RDC01052,[64Cu]Cu-WL12,[64Cu]WL12; 64Cu-WL12,Phase 1,Diagnosis,28025143,10.1016/j.bbrc.2016.12.156,CN(C[C@H](CC1=CC=C(O)C=C1)NC(CSCC(NC([C@@H](NC(C(N(C)C(C(N(C)C([C@@H](NC([C@@H](N2)CO)=O)CC3=CN(C)C4=C3C=CC=C4)=O)CCCC)=O)CCCC)=O)CCCN)=O)C(NCC(NC(CC[C@H](C(CO5)=O)[N@]67CC[N@]8(CC[N](CC(O9)=O)%10CC[N@@](C%11)%12CC7)CC(O[64Cu+2]68%10%1295OC%11=O)=O)=O)=O)=O)=O)[C@@H](C)C(N[C@@H](C(N%13CCCC%13C(NC(C(N[C@@H](C(N%14C[C@H](O)CC%14C(NC(CC%15=CNC%16=C%15C=CC=C%16)C2=O)=O)=O)CC(C)C)=O)CC%17=CNC=N%17)=O)=O)CC(N)=O)=O,DSTR01052,,,,"[64Cu]Cu-WL12 is a PET imaging tracer labeled with copper-64 via small-molecule labeling, targeting programmed death-ligand 1 (PD-L1), enabling visualization of tumors such as lung cancer and melanoma.",,,,,,
RDC01056,[68Ga]Ga-THP-APN09,[68Ga]Ga-THP-APN09; 68Ga-THP-APN09,Preclinical,Diagnosis,37555904,10.1007/s00259-023-06373-3,,DSTR01056,,,,"[68Ga]Ga-THP-APN09 is a PET imaging tracer labeled with gallium-68, and targeting fibroblast activation protein (FAP), enabling visualization of tumors such as pancreatic cancer and lung cancer.",,,,,,
RDC01057,[68Ga]Ga-NOTA-Nb109,[68Ga]Ga-NOTA-Nb109; 68Ga-NOTA-Nb109,Preclinical,Diagnosis,33386467,10.1007/s00262-020-02818-y,,DSTR01057,,,,"[68Ga]Ga-NOTA-Nb109 is an immuno-PET imaging tracer labeled with gallium-68, conjugated to the nanobody Nb109 targeting programmed death-ligand 1 (PD-L1), enabling visualization of tumors such as lung cancer and melanoma.",,,,,,
RDC01060,Al[18F]F-NOTA-IPB-PDL1P,Al[18F]-NOTA-IPB-PDL1P; [18F]AlF-NOTA-IPB-PDL1P,Preclinical,Diagnosis,35278777,10.1016/j.bioorg.2022.105682,IC1=CC=C(CCCC(N[C@H](C(NCC(N[C@H](C(NCC(N[C@H](C(NCC(N[C@H](C(N[C@@H]([C@@H](C)O)C(N[C@H](C(N[C@@H](CC(C)C)C(N[C@H](C(NCC(N[C@H](C(N[C@@H]([C@H](CC)C)C(N[C@H](C(N[C@@H](CC(C)C)C(N[C@H](C(N2[C@H](C(N[C@@H](CCCCN)C(N[C@H](C(N[C@@H](CCC(N)=O)C(NC([C@@H](C)CC)C(N[C@H](C(N[C@@H](CCC(O)=O)C(N[C@H](C(N[C@@H](CC(C)C)C(O)=O)=O)CO)=O)=O)CCCCN)=O)=O)=O)C)=O)=O)CCC2)=O)C)=O)=O)CO)=O)=O)C)=O)=O)CS)=O)=O)CC3=CC=C(C=C3)O)=O)=O)CO)=O)=O)CO)=O)=O)CO)=O)=O)CCCCNC(NC4=CC=C(C=C4)CC5C[N@]6(CC[N@](CC[N@]57CC(O8)=O)9C%10)CC(O[[AlF]2+]6978OC%10=O)=O)=S)=O)C=C1,DSTR01060,,,,"Al[18F]F-NOTA-IPB-PDL1P is a PET imaging tracer labeled with fluorine-18 using an AlF-NOTA labeling strategy, targeting programmed death-ligand 1 (PD-L1), enabling visualization of tumors such as lung cancer and melanoma.",,,,,,
RDC01061,[111In]In-ATS-DTPA,[111In]In-ATS-DTPA; 111In-ATS-DTPA,Preclinical,Diagnosis,26447758,10.18632/oncotarget.5684,O=C(CN(CC[N](C1)2CC(O3)=O)CC[N]4(CC(O5)=O)CC(O[111In+3]5234OC1=O)=O)NCC6=CC=C(S6)S(=O)(N)=O,DSTR01061,,,,"[111In]In-ATS-DTPA is a SPECT imaging tracer labeled with indium-111, and targeting the transferrin receptor (TfR), enabling visualization of tumors such as brain tumors and breast cancer.",,,,,,
RDC01062,[111In]In-DOTA-AAZ-CA9tp,[111In]In-DOTA-AAZ-CA9tp; 111In-AAZ-CAIX (DOTA),Preclinical,Diagnosis,34450241,10.1016/j.ejpb.2021.08.004,O=C(CCC(NC1=NN=C(S(N)(=O)=O)S1)=O)NCC(NCC(NCC(NC(C(NCC(NCC(NCC(N[C@H](C(N[C@@H](C(N[C@H](C(N2CCCC2C(N[C@@H](C(N[C@H](C(N3CCCC3C(O)=O)=O)CO)=O)CC(C)C)=O)=O)C(C)C)=O)CC4=CN=C=N4)=O)C(N)=O)=O)=O)=O)=O)C(C)SC5CC(N(C5=O)CCNC(C[N@]67CC[N@@]8(CC[N@@](C9)%10CC[N@](CC(O%11)=O)(C)CC7)CC(OC8%10%116OC9=O)=O)=O)=O)=O)=O)=O.CC,DSTR01062,,,,"[111In]In-DOTA-AAZ-CA9tp is a SPECT imaging tracer labeled with indium-111, and targeting carbonic anhydrase IX (CAIX), enabling visualization of tumors such as renal cell carcinoma.",,,,,,
RDC01063,[111In]In-DTPA-AST,111In-DTPA-AST,Preclinical,Diagnosis,38388517,10.2967/jnumed.123.267175,,,,,,"[111In]In-DTPA-AST is a SPECT imaging tracer labeled with indium-111, and targeting somatostatin receptors (SSTR), enabling visualization of diseases such as neuroendocrine tumors.",,,,,,
RDC01064,[89Zr]Zr-DFO-girentuximab,[89Zr]Zr-DFO-girentuximab; 89Zr-girentuximab; 89Zr-DFO-G250,Phase 3,Diagnosis,38864246,10.1093/jjco/hyae075,,DSTR01064,,,,"[89Zr]Zr-DFO-girentuximab is an immuno-PET imaging tracer labeled with zirconium-89, conjugated via a DFO-based chelator to the anti–carbonic anhydrase IX (CAIX) monoclonal antibody girentuximab, enabling visualization of tumors such as renal cell carcinoma.",,,,,,
RDC01066,[111In]In-DTPA-G250,111In-DTPA-G250; [111In]In-DTPA-G250; 111In-G250,Phase 1/2,Diagnosis,24824962,10.2310/7290.2014.00008,,,,,,"[111In]In-DTPA-G250 is a SPECT imaging tracer labeled with indium-111, conjugated to the anti–carbonic anhydrase IX (CAIX) monoclonal antibody G250, enabling visualization of tumors such as renal cell carcinoma.",,,,,,
RDC01067,[177Lu]Lu-DOTA-G250,177Lu-DOTA-girentuximab; 177Lu-G250,Phase 2,Treatment,24824962,10.2310/7290.2014.00008,,,,,,"[177Lu]Lu-DOTA-G250 is a radioimmunotherapy agent labeled with lutetium-177, conjugated to the anti–carbonic anhydrase IX (CAIX) monoclonal antibody G250, enabling targeted radiotherapy of tumors such as renal cell carcinoma.",,,,,,
RDC01068,[177Lu]Lu-cG250,177Lu-DOTA-cG250,Phase 1/2,Treatment,22980441,10.1016/j.eururo.2012.08.024,,,,,,"[177Lu]Lu-cG250 is a radioimmunotherapy agent labeled with lutetium-177, conjugated to the chimeric antibody cG250 targeting carbonic anhydrase IX (CAIX), enabling targeted radiotherapy of tumors such as renal cell carcinoma.",,,,,,
RDC01069,[111In]In-cG250,[111In]In-cG250; 111In-DOTA-cG250,Phase 1/2,Diagnosis,22980441,10.1016/j.eururo.2012.08.024,,,,,,"[111In]In-cG250 is a SPECT imaging tracer labeled with indium-111, conjugated to the chimeric antibody cG250 targeting carbonic anhydrase IX (CAIX), enabling visualization of tumors such as renal cell carcinoma.",,,,,,
RDC01070,[177Lu]Lu-girentuximab,177Lu-girentuximab; 177Lu-TLX250; [177Lu]Lu-girentuximab,Phase 3,Treatment,26706103,10.1016/j.eururo.2015.11.033,,,,,,"[177Lu]Lu-girentuximab is a radioimmunotherapy agent labeled with lutetium-177, conjugated to the anti–carbonic anhydrase IX (CAIX) monoclonal antibody girentuximab, enabling targeted radiotherapy of tumors such as renal cell",,,,,,
RDC01083,[177Lu]Lu-DOTA-iPD-L1,177Lu-iPD-L1 radiotherapeutic,Preclinical,Treatment,39843795,10.1186/s41181-025-00328-9,,,,,,"[177Lu]Lu-DOTA-iPD-L1 is a radioligand therapy agent labeled with lutetium-177, conjugated to a small-molecule inhibitor targeting programmed death-ligand 1 (PD-L1), enabling targeted radiotherapy of tumors such as lung cancer and melanoma.",,,,,,
RDC01085,[64Cu]Cu-PEG-RGD-TPP-1,64Cu-RGD-TPP-1,Preclinical,Diagnosis,40811790,10.1002/cbic.202500508,,,,,,"[64Cu]Cu-PEG-RGD-TPP-1 is a multifunctional PET imaging tracer labeled with copper-64, incorporating a PEG linker and an RGD motif targeting integrin αvβ3, along with a TPP moiety for mitochondrial targeting, enabling visualization of tumors associated with angiogenesis.Renal excretion.",,,,,,
RDC01086,[64Cu]Cu-PEG-TPP-1,64Cu-TPP-1,Preclinical,Diagnosis,40811790,10.1002/cbic.202500508,,,,,,"[64Cu]Cu-PEG-TPP-1 is a small-molecule PET imaging tracer labeled with copper-64, incorporating a PEG linker and a TPP moiety for mitochondrial targeting, enabling tumor visualization and studies of tumor metabolism.",,,,,,
RDC01087,[64Cu]Cu-TPP-1,64Cu-TPP-1,Preclinical,Diagnosis,40811790,10.1002/cbic.202500508,,DSTR01088,,,,"[64Cu]Cu-TPP-1 is a small-molecule PET imaging tracer labeled with copper-64, incorporating a triphenylphosphonium (TPP) moiety for mitochondrial targeting, enabling tumor visualization and studies of tumor metabolism.",,,,,,
RDC01089,[99mTc]Tc-A4,99mTc-A4,Preclinical,Diagnosis,40692132,10.1021/acs.jmedchem.5c00979,CC1=C(COC2=CC(OCC3=CC=CN=C3)=C(CNCCCCN(C4)CC(O[99Tc]([C]=O)([C]=O)([C]=O)OC4=O)=O)C=C2)C=CC=C1C5=CC=CC=C5,DSTR01089,,,,"[99mTc]Tc-A4 (PD-L1) is a Tc-99m-labeled diagnostic radiopharmaceutical targeting programmed death-ligand 1 (PD-L1), indicated for SPECT imaging diagnosis to assess PD-L1 expression levels and guide immunotherapy.",,,,,,
RDC01090,[99mTc]Tc-A5,99mTc-A5,Preclinical,Diagnosis,40692132,10.1021/acs.jmedchem.5c00979,CC1=C(COC2=CC(OCC3=CC=CN=C3)=C(CNCCCCCN(CC(O4)=O)CC(O[99Tc]4([C]=O)([C]=O)[C]=O)=O)C=C2)C=CC=C1C5=CC=CC=C5,DSTR01090,,,,"[99mTc]Tc-A5 (PD-L1) is a Tc-99m-labeled diagnostic radiopharmaceutical (typically based on nanobody A5) targeting PD-L1, indicated for SPECT imaging to non-invasively assess PD-L1 expression levels in cancer patients.Renal and gastrointestinal excretion.",,,,,,
RDC01091,[99mTc]Tc-B4,99mTc-B4,Preclinical,Diagnosis,40692132,10.1021/acs.jmedchem.5c00979,CC1=C(COC2=CC(OCC3=CC=CN=C3)=C(CNCCCCN(CC(O4)=O)CC(O[99Tc]4([C]=O)([C]=O)[C]=O)=O)C=C2)C=CC=C1C5=CC=C6OCCOC6=C5,DSTR01091,,,,"[99mTc]Tc-B4 (PD-L1) is a Tc-99m-labeled diagnostic radiopharmaceutical (typically based on nanobody B4) targeting PD-L1, indicated for SPECT imaging to assess PD-L1 expression levels in cancer patients.",,,,,,
RDC01092,[99mTc]Tc-B5,99mTc-B5,Preclinical,Diagnosis,40692132,10.1021/acs.jmedchem.5c00979,CC1=C(COC2=CC(OCC3=CC=CN=C3)=C(CNCCCCCN(CC(O4)=O)CC(O[99Tc]4([C]=O)([C]=O)[C]=O)=O)C=C2)C=CC=C1C5=CC=C6OCCOC6=C5,DSTR01092,,,,"[99mTc]Tc-B5 (PD-L1) is a Tc-99m-labeled diagnostic radiopharmaceutical (typically based on nanobody B5) targeting PD-L1, indicated for SPECT imaging to assess PD-L1 expression levels in cancer patients.Renal and gastrointestinal excretion.",,,,,,
RDC01095,Al[18F]F-36,Al18F-F-36,Preclinical,Diagnosis,40591084,10.1186/s41181-025-00359-2,,DSTR01095,,,,"Al[18F]F-36 (PD-L1) is an Al18F-labeled diagnostic radiopharmaceutical targeting PD-L1, indicated for the PET/CT imaging diagnosis to assess PD-L1 expression levels in cancer patients.Hepatobiliary excretion.",,,,,,
