reference_id,title,journal,publication_date,volume,issue,pages,doi,pmid,url,notes,created_at,updated_at
RE00222,A novel bifunctional cyclic chelator for 89Zr labeling – radiolabeling and targeting properties of RGD conjugates,Molecular Pharmaceutics,2015-05-05,12,6, 2142–2150,10.1021/acs.molpharmaceut.5b00128,25941834,https://doi.org/10.1021/acs.molpharmaceut.5b00128,,,
RE00223,Synthesis and Characterization of αvβ3-Targeting Peptidomimetic Chelate Conjugates for PET and SPECT Imaging,Bioorg Med Chem Lett. ,2012-06-14,22,17,5517–5522,10.1016/j.bmcl.2012.07.024,,https://doi.org/10.1016/j.bmcl.2012.07.024,,,
RE00224,"Design, synthesis and validation of integrin α2β1-targeted probe for microPET imaging of prostate cancer",Eur J Nucl Med Mol Imaging,2011-02-25,38,7,1313-22.,10.1007/s00259-011-1752-x,21350963,https://doi.org/10.1007/s00259-011-1752-x,,,
RE00225,MicroPET/CT imaging of αvβ3 integrin via a novel 68Ga-NOTA-RGD peptidomimetic conjugate in rat myocardial infarction,Eur J Nucl Med Mol Imaging,2013-05-15,40,, 1265–1274,10.1007/s00259-013-2432-9,23674206,https://doi.org/10.1007/s00259-013-2432-9,,,
RE00226,Tumor Uptake of the RGD Dimeric Probe 99mTc-G3-2P4-RGD2 is Correlated with Integrin αvβ3 Expressed on both Tumor Cells and Neovasculature,Bioconjugate chemistry,2010-02-25,21,3,548–555,10.1021/bc900547d,20184307,https://doi.org/10.1021/bc900547d,,,
RE00227,68Ga-labeled cyclic RGD dimers with Gly3 and PEG4 linkers: promising agents for tumor integrin αvβ3 PET imaging,Eur J Nucl Med Mol Imaging,2009-01-22,36,,947–957,10.1007/s00259-008-1045-1,19159928,https://doi.org/10.1007/s00259-008-1045-1,,,
RE00228,A novel method for direct site-specific radiolabeling of peptides using [18F]FDG,Bioconjugate chemistry,2009-05-18,20,3,432-6,10.1021/bc800422b,19226160,https://doi.org/10.1021/bc800422b,,,
RE00229,18F-fluorobenzoate-labeled cystine knot peptides for PET imaging of integrin αvβ6,The Journal of Nuclear Medicine,2013-07-01,54,7,1101-5,10.2967/jnumed.112.110759,,https://doi.org/10.2967/jnumed.112.110759,,,
RE00230,Imaging Integrin αvβ3 on Blood Vessels with 111In-RGD2 in Head and Neck Tumor Xenografts,The Journal of Nuclear Medicine,2014-02-01,55,2, 281-286,10.2967/jnumed.113.129668,24408894,https://doi.org/10.2967/jnumed.113.129668,,,
RE00231,Synthesis of a novel bifunctional chelator AmBaSar based on sarcophagine for peptideconjugation and 64Cu radiolabelling,Dalton Transactions,2009-05-22,2009,, 5395-5400,10.1039/b902210d,19565091,https://doi.org/10.1039/b902210d,,,
RE00232,A heterodimeric [RGD-Glu-[64Cu-NO2A]-6-Ahx-RM2] αvβ3/GRPr-targeting antagonist radiotracer for PET imaging of prostate tumors,Nuclear Medicine and Biology,2014-02-01,41,2, 133-139,10.1016/j.nucmedbio.2013.11.006,,https://doi.org/10.1016/j.nucmedbio.2013.11.006,,,
RE00233,[68Ga]NODAGA-RGD for imaging αvβ3 integrin expression,Eur J Nucl Med Mol Imaging,2011-04-13,38,,1303–1312,10.1007/s00259-011-1778-0,21487838,https://doi.org/10.1007/s00259-011-1778-0,,,
RE00234,Radiolabeling of RGD peptide and preliminary biological evaluation in mice bearing U87MG tumors,Bioorganic & Medicinal Chemistry,2012-06-15,20,12,3850-3855,10.1016/j.bmc.2012.04.037,22583670,https://doi.org/10.1016/j.bmc.2012.04.037,,,
RE00235,68Ga-labeled NOTA-RGD-BBN peptide for dual integrin and GRPR-targeted tumor imaging,Eur J Nucl Med Mol Imaging,2009-04-10,36,9,1483–1494,10.1007/s00259-009-1123-z,19360404,https://10.1007/s00259-009-1123-z,,,
RE00236,99mTc-Labeled Cyclic RGD Peptides for Noninvasive Monitoring of Tumor Integrin avb3 Expression,Molecular Imaging,2005-07-03,10,5,386–397,10.2310/7290.2011.00006,21521559,https://10.2310/7290.2011.00006,,,
RE00237,An Engineered Knottin Peptide Labeled with 18F for PET Imaging of Integrin Expression,Bioconjugate chemistry,2009-11-12,20,12,2342–2347,10.1021/bc900361g,,https://10.1021/bc900361g.,,,
RE00238,Targeted In vivo Imaging of Integrin AvB6 with an Improved Radiotracer and Its Relevance in a Pancreatic Tumor Model,Cancer Research,2009-07-15,69,14,5843-5850,10.1158/0008-5472.CAN-08-4410,19549907,https://10.1158/0008-5472.CAN-08-4410,,,
RE00239,MicroPET/CT imaging of αvβ3 integrin via a novel 68Ga-NOTA-RGD peptidomimetic conjugate in rat myocardial infarction,Eur J Nucl Med Mol Imaging,2013-05-15,40,8,1265–1274,10.1007/s00259-013-2432-9,23674206,http://10.1007/s00259-013-2432-9,,,
RE00240,Tumor Uptake of the RGD Dimeric Probe 99mTc-G3-2P4-RGD2 is Correlated with Integrin rv  3 Expressed on both Tumor Cells and Neovasculature,Bioconjugate Chem,2005-07-02,21,3,548–555,10.1021/bc900547d,20184307,http://10.1021/bc900547d,,,
RE00241,68Ga-labeled cyclic RGD dimers with Gly3 and PEG4 linkers:promising agents for tumor integrin αvβ3 PET imaging,Eur J Nucl Med Mol Imaging (,2009-01-22,36,6,947–957,10.1007/s00259-008-1045-1,19159928,http://10.1007/s00259-008-1045-1,,,
RE00242,Novel Method for Radiolabeling and Dimerizing Thiolated Peptides Using 18F-Hexafluorobenzene,Bioconjug Chem.,2015-10-21,26,10,2016–2020,10.1021/bc800422b,19226160,http://10.1021/bc800422b,,,
RE00243,Imaging Integrin avb3 on Blood Vessels with 111In-RGD2 in Head and Neck Tumor Xenografts,THE JOURNAL OF NUCLEAR MEDICINE,2013-10-10,55,2,281-286,10.2967/jnumed.113.129668,24408894,http://10.2967/jnumed.113.129668,,,
RE00244,A Heterodimeric [RGD-Glu-[64Cu-NO2A]-6-Ahx-RM2] αvβ3/GRPr targeting Antagonist Radiotracer for PET Imaging of Prostate Tumors,NATIONAL INSTITUTES OF HEALTH,2014-02-01,41,2,133–139,10.1039/b902210d,19565091,http://10.1039/b902210d,,,
RE00245,"Multimodal Imaging of Integrin Receptor–Positive Tumors by Bioluminescence, Fluorescence, GammaScintigraphy, and Single-Photon Emission Computed Tomography Using a Cyclic RGD Peptide Labeled with a Near-Infrared Fluorescent Dye and a Radionuclide",Molecular Imaging,2009-03-01,8,2,101–110,10.1016/j.nucmedbio.2013.11.006,,http://10.1016/j.nucmedbio.2013.11.006,,,
RE00246,[68Ga]NODAGA-RGD for imaging αvβ3 integrin expression,Eur J Nucl Med Mol Imaging,2011-04-13,38,7,1303–1312,10.1007/s00259-011-1778-0,,http://10.1007/s00259-011-1778-0,,,
RE00247,Anti-tumor Effect of Integrin Targeted 177Lu-3PRGD2 and Combined Therapy with Endostar,Theranostics,2005-07-06,4,3,256-266,10.7150/thno.7781,24505234,http://10.7150/thno.7781,,,
RE00248,"18F, 64Cu, and 68Ga labeled RGD-bombesin heterodimeric peptides for PET imaging of breast cancer",NATIONAL INSTITUTES OF HEALTH,2009-05-20,20,5,1016–1025,10.1021/bc9000245,20540537,http://10.1021/bc9000245,,,
RE00249,Be spoilt for choice with radiolabelled RGD peptides: Preclinical evaluation of 68Ga-TRAP(RGD)3,Nuclear Medicine and Biology,2012-08-01,40,1,33-41,10.1016/j.nucmedbio.2012.08.006,22995902,http://10.1016/j.nucmedbio.2012.08.006,,,
RE00250,Evaluation of a 64Cu-Labeled Cystine-Knot Peptide Based on Agouti-Related Protein for PET of Tumors Expressing avb3 Integrin,THE JOURNAL OF NUCLEAR MEDICINE,2009-10-22,51,2,251-258,10.2967/jnumed.109.069831,20124048,http://10.2967/jnumed.109.069831,,,
RE00251,In vitro and in vivo evaluation of the effects of aluminum [18F]fluoride radiolabeling on an integrin αvβ6-specific peptide,Nuclear Medicine and Biology,2013-09-26,41,1,43-50,10.1016/j.nucmedbio.2013.09.009,24267053,http://10.1016/j.nucmedbio.2013.09.009,,,
RE00252,Efficient bioconjugation of 5-fluoro-5-deoxy-ribose (FDR) to RGD peptides for positron emission tomography (PET) imaging of αvβ3 integrin receptor,Organic and Biomolecular Chemistry,2013-05-15,11,27,4551–4558,10.1039/c3ob40550h,23733207,http://10.1039/c3ob40550h,,,
RE00253,Radiolabeled γ-AApeptides: a new class of tracers for positron emission tomography,Chemical Communications,2012-08-14,48,63,18295,10.1039/c2cc33620k,22785080,https://doi.org/10.1039/c2cc33620k,,,
RE00254,Imaging integrin avβ3 and NRP-1 positive gliomas with a novel fluorine-18 labeled RGD-ATWLPPR heterodimeric peptide probe,Mol Imaging Biol,2014-12-01,16,6,781-92,10.1007/s11307-014-0761-0,25001194,https://doi.org/10.1007/s11307-014-0761-0,,,
RE00255,Evaluation of two novel 64Cu-labeled RGD peptide radiotracers for enhanced PET imaging of tumor integrin avβ3?,Eur J Nucl Med Mol Imaging,2015-11-01,42,12,1859-68,10.1007/s00259-015-3085-7,26329363,https://doi.org/10.1007/s00259-015-3085-7,,,
RE00256,"Comparison Study of [18F]FAl-NOTA-PRGD2, [18F]FPPRGD2 and [68Ga]Ga-NOTA-PRGD2 for PET Imaging of U87MG Tumors in Mice",Bioconjug Chem,2011-12-21,22,12,2415-22, 10.1021/bc200197h,22026940,https://doi.org/10.1021/bc200197h,,,
RE00257,In vivo imaging of Aminopeptidase N (CD13) receptors in experimental renal tumors using the novel radiotracer (68)Ga-NOTA-c(NGR),Eur J Pharm Sci,2015-03-10,,69,61-71, 10.1016/j.ejps.2015.01.002,25592229,https://doi.org/10.1016/j.ejps.2015.01.002,,,
RE00258,An exploratory study on 99mTc-RGD-BBN peptide scintimammography in the assessment of breast malignant lesions compared to 99mTc-3P4-RGD2,PLoS One,2015-04-07,10,4,e0123401, 10.1371/journal.pone.0123401,25849333,https://doi.org/10.1371/journal.pone.0123401,,,
RE00259,Evaluation of [64Cu]Cu-DOTA and [64Cu]Cu-CB-TE2A chelates for targeted positron emission tomography with an alphavbeta6-specific peptide,Mol Imaging,2009-03-01,8,2,111-21,10.2310/7290.2009.00015,19397856,,,,
RE00260,Multivalent bifunctional chelator scaffolds for gallium-68 based positron emission tomography imaging probe design: signal amplification via multivalency,Bioconjug Chem,2011-08-17,22,8,1650-62,10.1021/bc200227d,21740059,https://doi.org/10.1021/bc200227d,,,
RE00261,(99m)Tc-Galacto-RGD2: a novel 99mTc-labeled cyclic RGD peptide dimer useful for tumor imaging,Mol Pharm,2013-09-03,10,9,3304-14,10.1021/mp400085d,23875883,https://doi.org/10.1021/mp400085d,,,
RE00262,New Tris(hydroxypyridinone) Bifunctional Chelators Containing Isothiocyanate Groups Provide a Versatile Platform for Rapid One-Step Labeling and PET Imaging with (68)Ga(3.),Bioconjug Chem,2016-02-17,27,2,309-18,10.1021/acs.bioconjchem.5b00335,26286399,https://doi.org/10.1021/acs.bioconjchem.5b00335,,,
RE00263,PET imaging of neovascularization with (68)Ga-3PRGD2 for assessing tumor early response to Endostar antiangiogenic therapy,Mol Pharm,2014-10-03,11,11,3915-22,10.1021/mp5003202,25158145,https://doi.org/10.1021/mp5003202,,,
RE00264,A novel PET tracer for the imaging of avβ3 and avβ5 integrins in experimental breast cancer bone metastases,Contrast Media Mol Imaging,2011-10-01,6,6,413-20,10.1002/cmmi.435,22162137,https://doi.org/10.1002/cmmi.435,,,
RE00265,111In-labeled cystine-knot peptides based on the Agouti-related protein for targeting tumor angiogenesis,J Biomed Biotechnol,2012-08-11,,,,10.1155/2012/368075,22570527,https://doi.org/10.1155/2012/368075,,,
RE00267,Improving tumor uptake and pharmacokinetics of (64)Cu-labeled cyclic RGD peptide dimers with Gly(3) and PEG(4) linkers,Bioconjug Chem,2009-08-01,20,4,750-9,10.1021/bc800455p,19320477,https://doi.org/10.1021/bc800455p,,,
RE00268,Synthesis and in vivo evaluation of Tc-99m-labeled cyclic CisoDGRC peptide conjugates for targeting avβ3 integrin expression,Bioorg Med Chem Lett,2010-10-15,20,20,5969-72,10.1016/j.bmcl.2010.08.082,20829039,https://doi.org/10.1016/j.bmcl.2010.08.082,,,
RE00269,Characterization and evaluation of (64)Cu-labeled A20FMDV2 conjugates for imaging the integrin avβ6,Mol Imaging Biol,2014-10-01,16,4,567-77,10.1007/s11307-013-0717-9,24448825,https://doi.org/10.1007/s11307-013-0717-9,,,
RE00270,Impact of multiple negative charges on blood clearance and biodistribution characteristics of 99mTc-labeled dimeric cyclic RGD peptides,Bioconjug Chem,2014-09-17,25,9,1720-9,10.1021/bc500309r,25144854,https://doi.org/10.1021/bc500309r,,,
RE00271,Synthesis and comparative assessment of a labeled RGD peptide bearing two different ??mTc-tricarbonyl chelators for potential use as targeted radiopharmaceutical,Bioorg Med Chem,2012-04-15,20,8,2549-57,10.1016/j.bmc.2012.02.051,22445386,https://doi.org/10.1016/j.bmc.2012.02.051,,,
RE00272,Hybrid PET/optical imaging of integrin avβ3 receptor expression using a (64)Cu-labeled streptavidin/biotin-based dimeric RGD peptide,EJNMMI Res,2015-12-01,5,1,60,10.1186/s13550-015-0140-0,26518424,https://doi.org/10.1186/s13550-015-0140-0,,,
RE00273,Biological evaluation of an ornithine-modified (99m)Tc-labeled RGD peptide as an angiogenesis imaging agent,Nucl Med Biol,2013-02-01,40,2,262-72,10.1016/j.nucmedbio.2012.10.015,23238128,https://doi.org/10.1016/j.nucmedbio.2012.10.015,,,
RE00274,Overcoming the stromal barrier for targeted delivery of HPMA copolymers to pancreatic tumors,Int J Pharm,2013-10-01,456,1,202-11,10.1016/j.ijpharm.2013.07.067,23933441,https://doi.org/10.1016/j.ijpharm.2013.07.067,,,
RE00275,Comparison of three dimeric 18F-AlF-NOTA-RGD tracers,Mol Imaging Biol,2014-04-01,16,2,274-83,10.1007/s11307-013-0668-1,23982795,https://doi.org/10.1007/s11307-013-0668-1,,,
RE00276,Preclinical evaluation of monoclonal antibody 14C5 for targeting pancreatic cancer,Cancer Biother Radiopharm,2010-04-01,25,2,193-205,10.1089/cbr.2009.0696,20423233,https://doi.org/10.1089/cbr.2009.0696,,,
RE00277,Imaging of bronchioloalveolar carcinoma in the mice with the avβ3 integrin-targeted tracer (99m)Tc-RGD-4CK,Transl Res,2013-09-01,162,3,174-80,10.1016/j.trsl.2013.06.006,23867618,https://doi.org/10.1016/j.trsl.2013.06.006,,,
RE00278,Evaluation of copper-64 labeled AmBaSar conjugated cyclic RGD peptide for improved microPET imaging of integrin alphavbeta3 expression,Bioconjug Chem,2010-08-18,21,8,1417-24,10.1021/bc900537f,20666401,https://doi.org/10.1021/bc900537f,,,
RE00279,Novel (64)Cu- and (68)Ga-labeled RGD conjugates show improved PET imaging of α(ν)β(3) integrin expression and facile radiosynthesis ,J Nucl Med,2011-08-01,52,8,1276-84,10.2967/jnumed,21764795,https://doi.org/10.2967/jnumed.111.087700,,,
RE00280,Biodistribution of (99m)tc labeled integrin antagonist,Toxicol Res,2013-03-01,29,1,,10.5487/TR.2013,24278625,https://doi.org/10.5487/tr.2013.29.1.021,,,
RE00281,68Ga-NODAGA-RGDyK for αvβ3 integrin PET imaging. Preclinical investigation and dosimetry ,Nuklearmedizin,2005-07-03,50,6,225-33,10.3413/Nukmed-0416-11-06,21989840,https://doi.org/10.3413/nukmed-0416-11-06,,,
RE00282,Synthesis and biological evaluation of RGD peptides with the 99m Tc/ 188 Re chelated iminodiacetate core: highly enhanced uptake and excretion kinetics of theranostics against tumor angiogenesis3,RSC advances,2012-11-08,2013,3,782-792,10.1039/C2RA22460G,,https://doi.org/10.1039/C2RA22460G,,,
RE00283,"PET imaging of αvβ₃ integrin expression in tumours with ⁶⁸Ga-labelled mono-, di- and tetrameric RGD peptides ",Eur J Nucl Med Mol Imaging,2011-01-01,38,1,128-37,0.1007/s00259-010-1615-x,20857099,https://doi.org/10.1007/s00259-010-1615-x,,,
RE00284,"Benefits of NOPO as chelator in gallium-68 peptides, exemplified by preclinical characterization of (68)Ga-NOPO-c(RGDfK)",Mol Pharm,2014-03-05,11,5,1687-95,10.1021/mp5000746,24669840,https://doi.org/10.1021/mp5000746,,,
RE00285,"Comparison of two cross-bridged macrocyclic chelators for the evaluation of 64Cu-labeled-LLP2A, a peptidomimetic ligand targeting VLA-4-positive tumors",Nucl Med Biol,2013-02-01,40,2,245-51,10.1016/j.nucmedbio.2012.10.010,23265977,https://doi.org/10.1016/j.nucmedbio.2012.10.010,,,
RE00286,Technetium-99m-labeled Arg-Gly-Asp-conjugated alpha-melanocyte stimulating hormone hybrid peptides for human melanoma imaging ,Nucl Med Biol,2010-11-01,37,8,873-83,10.1016/j.nucmedbio,21055617,https://doi.org/10.1016/j.nucmedbio.2010.05.006,,,
RE00287,Tc-labeling of Peptidomimetic Antagonist to Selectively Target alpha(v)beta(3) Receptor-Positive Tumor: Comparison of PDA and EDDA as co-Ligands,Curr Radiopharm,2010-01-01,3,1,45665,10.2174/1874471011003010001,20556233,https://doi.org/10.2174/1874471011003010001,,,
RE00288,Positron emission tomography imaging of tumor angiogenesis and monitoring of antiangiogenic efficacy using the novel tetrameric peptide probe 64Cu-cyclam-RAFT-c(-RGDfK-)4,Angiogenesis,2012-12-01,15,4,569-80,10.1007/s10456-012-9281-1,22644563,https://doi.org/10.1007/s10456-012-9281-1,,,
RE00289,Kit preparation and biokinetics in women of 99m Tc-EDDA/ HYNIC-E-[c(RGDfK)] 2 for breast cancer imaging,Nucl Med Commun,2014-04-01,35,4,423-32,10.1097/MNM.0000000000000065,24335877,https://doi.org/10.1097/MNM.0000000000000065,,,
RE00290,SPECT/CT of lung nodules using 111In-DOTA-c(RGDfK) in a mouse lung carcinogenesis model ,Ann Nucl Med,2013-08-01,27,7,640-7,10.1007/s12149-013-0729-1,23609239,https://doi.org/10.1007/s12149-013-0729-1,,,
RE00291,64Cu-Labeled Divalent Cystine Knot Peptide for Imaging Carotid Atherosclerotic Plaques,J Nucl Med,2015-06-01,56,6,939-44,10.2967/jnumed.115.155176,25908832,https://doi.org/10.2967/jnumed.115.155176,,,
RE00292,"177 Lu-labeled monomeric, dimeric and multimeric RGD peptides for the therapy of tumors expressing a(n)b(3) integrins",Journal of Labelled Compounds and Radiopharmaceuticals,2012-04-01,55,4,140-148,10.1002/jlcr.2910,,https://doi.org/10.1002/jlcr.2910,,,
RE00293,8Ga-DOTA-RGD peptide: biodistribution and binding into atherosclerotic plaques in mice,Eur J Nucl Med Mol Imaging,2009-12-01,36,12,2058-67,10.1007/s00259-009-1220-z,19629477,https://doi.org/10.1007/s00259-009-1220-z,,,
RE00294,(64)Cu-labeled CB-TE2A and diamsar-conjugated RGD peptide analogs for targeting angiogenesis: comparison of their biological activity,Nucl Med Biol,2009-04-01,36,3,277-85,10.1016/j.nucmedbio.2008.12.008,19324273,https://doi.org/10.1016/j.nucmedbio.2008.12.008,,,
RE00295,Pilot pharmacokinetic and dosimetric studies of (18)F-FPPRGD2: a PET radiopharmaceutical agent for imaging α(v)β(3) integrin levels,Radiology,2011-07-01,260,1,182-91,10.1148/radiol.11101139,21502381,https://doi.org/10.1148/radiol.11101139,,,
RE00296,alpha(v)beta(3) Integrin-targeting radionuclide therapy and imaging with monomeric RGD peptide,Int J Cancer,2008-08-01,123,3,709-15,10.1002/ijc.23575,18498129,https://doi.org/10.1002/ijc.23575,,,
RE00297,Alpha v beta 3 integrin-targeting of intraperitoneally growing tumors with a radiolabeled RGD peptide,Int J Cancer,2007-02-01,120,3,605-10,10.1002/ijc.22297,17096340,https://doi.org/10.1002/ijc.22297,,,
