activity_id,drug_id,pmid,doi,clinical_trial_number,indication,patients,frequency,dosage,clinical_endpoint,endpoint_period,purpose,results_description,efficacy_description,security_indicators,adverse_events_summary,created_at,updated_at
HU0070,RDC00673,31112618,10.1002/jlcr.3755,​NCT02592707,Neuroendocrine Tumors (NETs),"Patients were aged ≥ 18 years with histologically confirmed, unresectable grade 1/2 gastroenteropancreatic (GEP)‑NETs, typical or atypical lung carcinoids, or pheochromocytoma/paraganglioma.",Two administrations within 3 cycles.,13.0 GBq,Safety,,To estimate the safety,"17 (42.5%) patients had grade ≥ 3 treatment-related AEs, most commonly lymphopenia, thrombocytopenia, and neutropenia. No grade 3/4 nephrotoxicity occurred. Two patients developed treatment-related myeloid neoplasms.",,,Three-cycle dosing was well-tolerated.,,
HU0071,RDC00673,31112618,10.1002/jlcr.3755,​NCT02592707,Neuroendocrine Tumors (NETs),"Patients were aged ≥ 18 years with histologically confirmed, unresectable grade 1/2 gastroenteropancreatic (GEP)‑NETs, typical or atypical lung carcinoids, or pheochromocytoma/paraganglioma.",Two administrations within 3 cycles.,13.0 GBq,DCR,94.70%,To evaluate the efficacy,Disease control rate for part A and part B was 94.7% (95% confidence interval [CI]: 82.3–99.4),,,,,
HU0072,RDC00673,31112618,10.1002/jlcr.3755,​NCT02592707,Neuroendocrine Tumors (NETs),"Patients were aged ≥ 18 years with histologically confirmed, unresectable grade 1/2 gastroenteropancreatic (GEP)‑NETs, typical or atypical lung carcinoids, or pheochromocytoma/paraganglioma.",Two administrations within 3 cycles.,13.0 GBq,ORR,21.10%,To evaluate the efficacy,Overall response rate was 21.1% (95% CI: 9.6–37.3),,,,,
HU0073,RDC00673,,10.1007/S00259-020-04832-9,​NCT02609737,Neuroendocrine Tumors (NETs),20 patients with metastatic neuroendocrine tumors (NETs),,,,,To compare tumor uptake of ⁶⁸Ga‑DOTA‑JR11 and ¹⁷⁷Lu‑satoreotide tetraxetan (¹⁷⁷Lu‑DOTA‑JR11) in patients with neuroendocrine tumors (NETs).,"SUVs and tumor-to-normal ratios on PET/CT and SPECT/CT were significantly correlated (p<0.01), with modest Pearson coefficients (0.3–0.7). Despite varying lesional correlations, all patients showed a high ¹⁷⁷Lu-satoreotide tetraxetan / ⁶⁸Ga-DOTA-JR11 SUVpeak uptake ratio.",,,,,
HU0074,RDC00673,31112618,10.1002/jlcr.3755,NCT03773133,Locally Advanced or Metastatic Cancers Expressing Somatostatin Receptor 2,,Single administration,150-200 MBq,,,,The study was terminated early due to unsuccessful screening.,,,,,
HU0075,RDC00674,30343432,10.1007/s00259-018-4196-8,,Metastatic rectal neuroendocrine neoplasia (NEN),"Twenty-seven consecutive patients (20 males, aged 31–81 years)","Median 4 cycles, 6-10 weeks apart",29.6 GBq,DCR,96.00%,To evaluate the efficacy,The disease control rate (DCR) was 96%,,,,,
HU0076,RDC00674,30343432,10.1007/s00259-018-4196-8,,Metastatic rectal neuroendocrine neoplasia (NEN),"Twenty-seven consecutive patients (20 males, aged 31–81 years)","Median 4 cycles, 6-10 weeks apart",29.6 GBq,PR,70.00%,To evaluate the efficacy,70% (19/27) had partial response on RECIST 1.1,,,,,
HU0077,RDC00674,30343432,10.1007/s00259-018-4196-8,,Metastatic rectal neuroendocrine neoplasia (NEN),"Twenty-seven consecutive patients (20 males, aged 31–81 years)","Median 4 cycles, 6-10 weeks apart",29.6 GBq,SD,26.00%,To evaluate the efficacy,26% (7 pts) had stable disease,,,,,
HU0078,RDC00674,30343432,10.1007/s00259-018-4196-8,,Metastatic rectal neuroendocrine neoplasia (NEN),"Twenty-seven consecutive patients (20 males, aged 31–81 years)","Median 4 cycles, 6-10 weeks apart",29.6 GBq,SD,26.00%,To evaluate the efficacy,26% (7 pts) had stable disease,,,,,
HU0079,RDC00674,30343432,10.1007/s00259-018-4196-8,,Metastatic rectal neuroendocrine neoplasia (NEN),"Twenty-seven consecutive patients (20 males, aged 31–81 years)","Median 4 cycles, 6-10 weeks apart",29.6 GBq,Efficacy,,Symptom response,"Three months after PRRT, 22% (N = 6) of patients reported complete symptom relief, and 59% (16/27) reported partial improvement in symptoms",,,,,
HU0080,RDC00674,30343432,10.1007/s00259-018-4196-8,,Metastatic rectal neuroendocrine neoplasia (NEN),"Twenty-seven consecutive patients (20 males, aged 31–81 years)","Median 4 cycles, 6-10 weeks apart",29.6 GBq,Biochemical response,,Biochemical response 3 months post-PRRT,"Most patients (59%, 13/22) had normal baseline CgA levels. Of 9 patients with elevated baseline CgA, 5 showed marked reductions (35%–76%) 3 months after PRRT, while the other 4 remained stable.",,,,,
HU0081,RDC00674,30343432,10.1007/s00259-018-4196-8,,Metastatic rectal neuroendocrine neoplasia (NEN),"Twenty-seven consecutive patients (20 males, aged 31–81 years)","Median 4 cycles, 6-10 weeks apart",29.6 GBq,,,Median follow-up,"Median follow-up calculated using the reverse censoring method, was 67 months (3–124 months)",,,,,
HU0082,RDC00674,30343432,10.1007/s00259-018-4196-8,,Metastatic rectal neuroendocrine neoplasia (NEN),"Twenty-seven consecutive patients (20 males, aged 31–81 years)","Median 4 cycles, 6-10 weeks apart",29.6 GBq,Median OS,81 months,To evaluate the efficacy,Median overall survival was 81 months,,,,,
HU0083,RDC00674,30343432,10.1007/s00259-018-4196-8,,Metastatic rectal neuroendocrine neoplasia (NEN),"Twenty-seven consecutive patients (20 males, aged 31–81 years)","Median 4 cycles, 6-10 weeks apart",29.6 GBq,Median PFS,29 months,To evaluate the efficacy,All patients died from progressive disease. The median progression free survival was 29 months,,,,,
HU0084,RDC00674,30343432,10.1007/s00259-018-4196-8,,Metastatic rectal neuroendocrine neoplasia (NEN),"Twenty-seven consecutive patients (20 males, aged 31–81 years)","Median 4 cycles, 6-10 weeks apart",29.6 GBq,,,Safety,,,,,,
HU0085,RDC00684,28349291,10.1007/s11307-017-1072-z,,Imaging of well-differentiated neuroendocrine tumors (NETs),,Single administration for imaging,70-170 MBq,Imaging potential,,Imaging potential,The metastatic lesions in NET patients were well identified by [68Ga]DOTAGA-TATE and [68Ga]DOTAGA-TOC.,,,,,
HU0086,RDC00686,29468487,10.1007/s12149-018-1242-3,,Carotid Body Paragangliomas,Patients with Carotid Body Paragangliomas (CBP),A single session of ⁶⁸Ga-DOTATATE PET-CT imaging per patient,175 MBq,Imaging potential,,Imaging potential,"All 5 patients showed intense ⁶⁸Ga-DOTATATE uptake in unilateral CBP lesions; 2 had additional avid lesions (thyroid cancer, meningioma, metastases).",,,,,
HU0087,RDC00686,29468487,10.1007/s12149-018-1242-3,,Carotid Body Paragangliomas,Patients with Carotid Body Paragangliomas (CBP),A single session of ⁶⁸Ga-DOTATATE PET-CT imaging per patient,175 MBq,Lesion detection,,To evaluate the utility of ⁶⁸Ga-DOTATATE PET-CT for detecting CBP lesions,⁶⁸Ga-DOTATATE PET-CT successfully identified all primary CBP lesions with high uptake and altered management in 2/5 patients by detecting unsuspected additional diseases.,,,,,
HU0088,RDC00631,22144870,10.4103/1450-1147.89780,,"SSTR-positive tumors (carcinoid, thyroid cancer, glucagonoma, etc.)",,Every 4-8 weeks,"1.85-3.7 GBq per infusion, cumulative activity 3.9-14.1 GBq",SD,,To evaluate the efficacy,SD in all 10 patients initially,,,,,
HU0089,RDC00631,22144870,10.4103/1450-1147.89780,,"SSTR-positive tumors (carcinoid, thyroid cancer, glucagonoma, etc.)",,Every 4-8 weeks,"1.85-3.7 GBq per infusion, cumulative activity 3.9-14.1 GBq",SD,,To evaluate the efficacy,"over 6 months, SD in 9 patients",,,,,
HU0090,RDC00631,22144870,10.4103/1450-1147.89780,,"SSTR-positive tumors (carcinoid, thyroid cancer, glucagonoma, etc.)",,Every 4-8 weeks,"1.85-3.7 GBq per infusion, cumulative activity 3.9-14.1 GBq",SD,,To evaluate the efficacy,"long-term, SD in 2 patients",,,,,
HU0091,RDC00631,22144870,10.4103/1450-1147.89780,,"SSTR-positive tumors (carcinoid, thyroid cancer, glucagonoma, etc.)",,Every 4-8 weeks,"1.85-3.7 GBq per infusion, cumulative activity 3.9-14.1 GBq",PD,,To evaluate the efficacy,"over 6 months, SD in 1 patients",,,,,
HU0092,RDC00631,22144870,10.4103/1450-1147.89780,,"SSTR-positive tumors (carcinoid, thyroid cancer, glucagonoma, etc.)",,Every 4-8 weeks,"1.85-3.7 GBq per infusion, cumulative activity 3.9-14.1 GBq",PD,,To evaluate the efficacy,"long-term, PD in 8 patients",,,,,
HU0093,RDC00686,24379222,10.2967/jnumed.113.126177,,Metastatic neuroendocrine tumors,10 patients with metastatic gastroenteropancreatic NETs,"Single injection per tracer, administered on two sequential days",92 ± 18 MBq,Lesion detection,,To evaluate its ability to detect tumor lesions,"o significant difference in lesion count, SUV, K_i, functional tumor volume, or SSTR volume compared to DOTATOC. Marginally higher uptake in kidneys, bone marrow, and liver",,,No clinical adverse reactions or side effects reported.,,
HU0094,RDC00686,21751167,10.5603/nmr.2011.0004,,Detection of neuroendocrine tumours (NET),"97 patients (57 female, 40 male, aged 18-81 years, mean 54, median 58)",Single injection per patient,111-185 MBq,,,"Detection of lesions with SSTR expression, identification of primary tumour in unknown primary cancer","⁶⁸Ga-DOTATATE PET/CT detected lesions in 50/97 patients (51.5%); negative in 47/97 (48.5%). In 14 patients with unknown primary, primary tumour identified in 5 (45.5%). In 4 medullary thyroid cancer patients, metastases detected in 1.",,,,,
HU0095,RDC00659,32209879,10.1097/RLU.0000000000003005,,"Metastatic mixed neuroendocrine breast carcinoma (NEBC), invasive ductal carcinoma (IDC)",1 (69-year-old female),"6 cycles, every 2.5-3 months",Cycle 1: 5.9 GBq; Cycle 2: 7.3 GBq; Cycle 3: 7.3 GBq; Cycle 4: 6.8 GBq; Cycle 5: 6.8 GBq; Cycle 6: 6.4 GBq,PR,,To evaluate the efficacy,"​​Partial Remission (PR)​​. Significant disease regression with reduced number of lesions, tumor volume reduction, and decreased SSTR expression on follow-up [⁶⁸Ga]Ga-DOTATOC PET/CT.",,,,,
HU0096,RDC00707,39884771,10.2967/jnumed.124.268345,NCT03466216,SSTR+ Gastroenteropancreatic NETs,,,A single ascending dose (SAD),Dose limiting toxicity (DLT),,"To determine the toxicity threshold at which the dose cannot be safely escalated further in clinical trials, and to define the maximum tolerated dose (MTD).",,,,,,
HU0097,RDC00711,31977464,10.1097/RLU.0000000000002906,,"High-grade, DOTATOC-negative liver metastases from a pancreatic neuroendocrine neoplasm (pNEN)",1 (29-year-old female),"3 cycles, intervals not specified",Cycle 1: 6.9 GBq; Cycle 2: 6.9 GBq; Cycle 3: 6.6 GBq,,,Tumor response,,"Molecular imaging criteria and morphological partial remission, without any significant toxicity.",,Without any significant toxicity.,,
HU0098,RDC00711,33674401,10.2967/jnumed.120.258889,,Metastatic Neuroendocrine Neoplasms (NENs),"51 (33 men, 18 women; aged 27-76 y; mean age 51.6±13.9 y)",92 cycles total; median interval 10 weeks between cycles,6.1±0.88 GBq ,,,Median follow-up,During therapy and for at least 2-4 days after as inpatients; follow-up for median 17.0 mo (range: 1-29 mo),,,,,
HU0099,RDC00711,33674401,10.2967/jnumed.120.258889,,Metastatic Neuroendocrine Neoplasms (NENs),"51 (33 men, 18 women; aged 27-76 y; mean age 51.6±13.9 y)",92 cycles total; median interval 10 weeks between cycles,6.1±0.88 GBq ,DCR,85.10%,To evaluate the safety,"​​Disease control rate: 85.1%​​ (40/47 evaluable patients). ​​RECIST 1.1:​​ PR=17 (36.2%), SD=23 (48.9%), PD=7 (14.9%). ​​EORTC:​​ CR=2 (4.3%), PR=21 (44.7%), SD=18 (38.3%), PD=6 (12.8%).",,,,,
HU0100,RDC00713,36064987,10.1186/s41181-022-00176-x,,"Neuroendocrine tumors (NETs), Meningiomas (SSTR2-positive malignancies)","13 patients with NETs in comparative study (Ilhan et al. 2020); additional cases mentioned (e.g., meningioma)",Single administration for diagnostic PET/CT scan,,,,To evaluate the diagnostic performance and SSTR2 targeting efficacy of [¹⁸F]SiTATE PET/CT,[18F]SiTATE has shown favorable imaging characteristics as evidenced in a first comparative study in humans,,,,,
HU0101,RDC00713,39404789,10.1007/s00259-024-06944-y,,"Differentiated Thyroid Carcinoma (DTC: FTC, PTC) and Medullary Thyroid Carcinoma (MTC)","21 patients (13 female/8 male; mean age 62.2±13.9 years). 10 MTC, 9 FTC (1 oncocytic), 2 PTC.",37 total scans. 12 patients: 1 scan; 4 patients: 2 scans; 3 patients: 3 scans; 2 patients: 4 scans,Median: 215.5 MBq (range: 113-353 MBq),,,Uptake characteristics,"Of 21 patients, 5 showed no metastatic lesions on initial [¹⁸F]SiTATE PET/CT: 3 with MTC and 1 each with FTC and PTC had no suspicious tracer uptake, consistent with the absence of target lesions on CT.",,,,,
HU0102,RDC00672,39145784,10.1007/s00259-024-06874-9,NCT05410743,Metastatic Nasopharyngeal Carcinoma (SSTR2+),n=1 (Case report from an ongoing trial),.,​​3.7 GBq,,,Safety,No adverse events exceeding grade 3 were observed in routine hematology and biochemistry tests,  ,,No adverse events exceeding grade 3 were observed in routine hematology and biochemistry tests,,
HU0103,RDC00672,39145784,10.1007/s00259-024-06874-9,NCT05410743,Metastatic Nasopharyngeal Carcinoma (SSTR2+),n=1 (Case report from an ongoing trial),.,​​3.7 GBq,,,Response,The patient achieved stable disease (SD) per RECIST criteria,,,,,
HU0104,RDC00672,29653971,10.2967/jnumed.118.209841,NCT05410743​,"Advanced/Metastatic, SSTR2+ Neuroendocrine Tumors (NETs)",Twenty-two patients aged 18 years and older with SSTR-positive cancers.,"2 cycles, 8-week interval","2.22, 3.33, or 4.99 GBq/cycle​",Dose limiting toxicity (DLT),,"To determine the toxicity threshold at which the dose cannot be safely escalated further in clinical trials, and to define the maximum tolerated dose (MTD).",4.99 GBq,,,"​​Mostly G1/G2.​​ G3/G4 hematologic toxicity in 25% of patients (3/12), primarily in high-dose group (4.99 GBq).",,
HU0105,RDC00672,29653971,10.2967/jnumed.118.209841,NCT05410743​,"Advanced/Metastatic, SSTR2+ Neuroendocrine Tumors (NETs)",Twenty-two patients aged 18 years and older with SSTR-positive cancers.,"2 cycles, 8-week interval","2.22, 3.33, or 4.99 GBq/cycle​",DCR,83%,To evaluate the efficacy,,,,,,
HU0106,RDC00672,29653971,10.2967/jnumed.118.209841,NCT05410743​,"Advanced/Metastatic, SSTR2+ Neuroendocrine Tumors (NETs)",Twenty-two patients aged 18 years and older with SSTR-positive cancers.,"2 cycles, 8-week interval","2.22, 3.33, or 4.99 GBq/cycle​",ORR,42%,To evaluate the efficacy,,,,,,
HU0107,RDC00735,38176714,10.2967/jnumed.123.266183,,Nasopharyngeal Carcinoma,7 patients were enrolled for initial staging (4 patients) or relapsed detection (2 patients),,3.0-3.7 MBq/kg,,,To evaluated its effectiveness in both tumor xenografts and patients with nasopharyngeal carcinoma (NPC),,,,,,
HU0108,RDC00713,36854307,10.1097/RLU.0000000000004615,,Grade 2 pancreatic neuroendocrine tumor,a 73-year-old woman,,,Disease staging,,Imaging capability,"Imaging showed high tracer uptake in the patient's primary pancreatic tumor, liver metastases, left pleural metastasis, and right triceps mass.",,,,,
HU0109,RDC00686,36873236,10.1259/bjrcr.20220094,,a rare undifferentiated round cell tumour of the lung with a ESWR1-CREM fusion gene,a 45-year-old lady,,,,,,,,,Treatment was unfortunately halted due to dose limiting anaemia (Haemoglobin 6.6 g dl-1 from 11.2 g dl-1 pre-treatment) and throm- bocytopenia (Platelet Count 30 *10^9 l-1 from 389 * 10^9 /L pre- treatment).,,
HU0110,RDC00713,39990220,10.7150/thno.94521,,histopathologically confirmed well-differentiated metastatic NETs,"27 patients (19 men /8 women; mean age, 61.0 ± 12.1 years; age range, 38–82 y) with histopathologically confirmed well-differentiated metastatic NETs",,,Uptake characteristics,,Tumor uptake,"68Ga-DATA5m-LM4 PET/CT effectively detects tumor lesions with high tracer uptake, including small lesions not visible on CT.",,,,,
HU0111,RDC00713,39990220,10.7150/thno.94521,,histopathologically confirmed well-differentiated metastatic NETs,"27 patients (19 men /8 women; mean age, 61.0 ± 12.1 years; age range, 38–82 y) with histopathologically confirmed well-differentiated metastatic NETs",,,Biodistribution,,To evaluate biodistribution,"Uptake in normal liver parenchyma was significantly lower than that in ⁶⁸Ga‑DATA5m‑LM4/CT (3.90 ± 0.88 vs 9.12 ± 3.64, P < 0.000001). In addition, uptake in the thyroid, pancreas and spleen was also low (P < 0.05).",,,,,
