study_id,drug_id,pmid,doi,created_at,updated_at
EF00823,RDC00823,39266289,10.2967/jnumed.124.268200,,
EF00831,RDC00831,38825657,10.1038/s41392-024-01853-w,,
EF00841,RDC00841,37734838,10.2967/jnumed.123.266007,,
EF00847,RDC00847,38050111,10.2967/jnumed.123.266345,,
EF00848,RDC00848,38050111,10.2967/jnumed.123.266345,,
EF00849,RDC00849,38050111,10.2967/jnumed.123.266345,,
EF00854,RDC00854,38040444,10.2967/jnumed.123.266381,,
EF00855,RDC00855,40787781,10.1021/acs.bioconjchem.5c00369,,
BIO02002,RDC01001,39509246,10.1172/JCI185408,,
BIO02003,RDC01001,39509246,10.1172/JCI185408,,
BIO02004,RDC01002,36063202,10.1007/s00259-022-05954-y,,
BIO02005,RDC01002,36063202,10.1007/s00259-022-05954-y,,
BIO02006,RDC01003,36063202,10.1007/s00259-022-05954-y,,
BIO02007,RDC01003,36063202,10.1007/s00259-022-05954-y,,
BIO02008,RDC01003,36063202,10.1007/s00259-022-05954-y,,
BIO02009,RDC01004,39994021,10.1007/s00259-025-07167-5,,
BIO02010,RDC01004,39994021,10.1007/s00259-025-07167-5,,
BIO02011,RDC01005,40688533,10.62347/KKEE6954,,
BIO02012,RDC01005,40688533,10.62347/KKEE6954,,
BIO04815,RDC01005,40688533,10.62347/KKEE6954,,
BIO04816,RDC01005,40688533,10.62347/KKEE6954,,
BIO02013,RDC01006,40051166,10.1158/1535-7163.MCT-24-0254,,
BIO02014,RDC01007,36648492,10.1158/1078-0432.CCR-22-1973,,
BIO04741,RDC01007,36648492,10.1158/1078-0432.CCR-22-1973,,
BIO04742,RDC01007,36648492,10.1158/1078-0432.CCR-22-1973,,
BIO04743,RDC01007,36648492,10.1158/1078-0432.CCR-22-1973,,
BIO04744,RDC01007,36648492,10.1158/1078-0432.CCR-22-1973,,
BIO04745,RDC01007,36648492,10.1158/1078-0432.CCR-22-1973,,
BIO04746,RDC01007,36648492,10.1158/1078-0432.CCR-22-1973,,
BIO04747,RDC01007,36648492,10.1158/1078-0432.CCR-22-1973,,
BIO04748,RDC01007,36648492,10.1158/1078-0432.CCR-22-1973,,
BIO04749,RDC01007,36648492,10.1158/1078-0432.CCR-22-1973,,
BIO04750,RDC01009,21865288,10.2967/jnumed.110.086520,,
BIO02016,RDC01009,21865288,10.2967/jnumed.110.086520,,
BIO02017,RDC01009,21865288,10.2967/jnumed.110.086520,,
BIO02018,RDC01009,21865288,10.2967/jnumed.110.086520,,
BIO02019,RDC01010,21865288,10.2967/jnumed.110.086520,,
BIO02020,RDC01010,21865288,10.2967/jnumed.110.086520,,
BIO02021,RDC01011,21865288,10.1089/cbr.2014.1660,,
BIO02022,RDC01011,21865288,10.1089/cbr.2014.1660,,
BIO02023,RDC01012,38565806,10.1038/s44321-024-00059-5,,
BIO02024,RDC01012,38565806,10.1038/s44321-024-00059-5,,
BIO02025,RDC01012,38565806,10.1038/s44321-024-00059-5,,
BIO02026,RDC01013,37792026,10.1007/s00259-023-06454-3,,
BIO02027,RDC01015,39947911,10.2967/jnumed.124.268564,,
BIO02028,RDC01015,39947911,10.2967/jnumed.124.268564,,
BIO04751,RDC01015,39947911,10.2967/jnumed.124.268564,,
BIO04752,RDC01015,39947911,10.2967/jnumed.124.268564,,
BIO04753,RDC01015,39947911,10.2967/jnumed.124.268564,,
BIO04754,RDC01015,39947911,10.2967/jnumed.124.268564,,
BIO02029,RDC01016,39542697,10.2967/jnumed.124.268751,,
BIO02030,RDC01017,40059341,10.1021/acs.molpharmaceut.5c00069,,
BIO02031,RDC01017,40059341,10.1021/acs.molpharmaceut.5c00069,,
BIO04755,RDC01017,40059341,10.1021/acs.molpharmaceut.5c00069,,
BIO04756,RDC01017,40059341,10.1021/acs.molpharmaceut.5c00069,,
BIO02032,RDC01019,37318633,10.1186/s41181-023-00193-4,,
BIO02033,RDC01020,38194043,10.1186/s41181-023-00235-x,,
BIO02034,RDC01020,38194043,10.1186/s41181-023-00235-x,,
BIO02035,RDC01021,38194043,10.1186/s41181-023-00235-x,,
BIO02036,RDC01021,38194043,10.1186/s41181-023-00235-x,,
BIO02037,RDC01022,34519889,10.1007/s00259-021-05563-1,,
BIO02038,RDC01022,34519889,10.1007/s00259-021-05563-1,,
BIO04757,RDC01022,34519889,10.1007/s00259-021-05563-1,,
BIO04758,RDC01022,34519889,10.1007/s00259-021-05563-1,,
BIO04759,RDC01022,34519889,10.1007/s00259-021-05563-1,,
BIO04760,RDC01022,34519889,10.1007/s00259-021-05563-1,,
BIO02040,RDC01024,25060065,10.1007/s11307-014-0772-x,,
BIO02041,RDC01026,32670751,10.1002/advs.201903595,,
BIO02042,RDC01026,32670751,10.1002/advs.201903595,,
BIO02043,RDC01026,32670751,10.1002/advs.201903595,,
BIO02044,RDC01027,25252911,10.1158/0008-5472.CAN-14-0594,,
BIO02045,RDC01027,25252911,10.1158/0008-5472.CAN-14-0594,,
BIO02046,RDC01029,22739362,10.1016/j.nucmedbio.2012.05.007,,
BIO02047,RDC01005,39878898,10.1007/s00259-025-07106-4,,
BIO02048,RDC01005,39878898,10.1007/s00259-025-07106-4,,
BIO02049,RDC01005,39878898,10.1007/s00259-025-07106-4,,
BIO02050,RDC01005,39878898,10.1007/s00259-025-07106-4,,
BIO04761,RDC01005,39878898,10.1007/s00259-025-07106-4,,
BIO04762,RDC01005,39878898,10.1007/s00259-025-07106-4,,
BIO02053,RDC01004,33179150,10.1007/s00259-020-05097-y,,
BIO02054,RDC01004,33179150,10.1007/s00259-020-05097-y,,
BIO02055,RDC01032, 38277241,10.1158/1078-0432.CCR-23-3647,,
BIO02056,RDC01032, 38277241,10.1158/1078-0432.CCR-23-3647,,
BIO04763,RDC01032, 38277241,10.1158/1078-0432.CCR-23-3647,,
BIO04764,RDC01032, 38277241,10.1158/1078-0432.CCR-23-3647,,
BIO02057,RDC01034,33835770,10.1021/acs.bioconjchem.1c00121,,
BIO02058,RDC01034,33835770,10.1021/acs.bioconjchem.1c00121,,
BIO02059,RDC01035,33835770,10.1021/acs.bioconjchem.1c00121,,
BIO02060,RDC01035,33835770,10.1021/acs.bioconjchem.1c00121,,
BIO02061,RDC01036,33705912,10.1016/j.bmcl.2021.127901,,
BIO02067,RDC01039,36806629,10.3791/65047,,
BIO02068,RDC01039,36806629,10.3791/65047,,
BIO02070,RDC01045,28803798,10.1016/j.bmc.2017.07.066,,
BIO02071,RDC01045,28803798,10.1016/j.bmc.2017.07.066,,
BIO02080,RDC01050,28811971,10.1080/2162402X.2017.1329071,,
BIO04765,RDC01050,28811971,10.1080/2162402X.2017.1329071,,
BIO04766,RDC01050,28811971,10.1080/2162402X.2017.1329071,,
BIO02088,RDC01052,28025143,10.1016/j.bbrc.2016.12.156,,
BIO02089,RDC01052,28025143,10.1016/j.bbrc.2016.12.156,,
BIO04767,RDC01052,28025143,10.1016/j.bbrc.2016.12.156,,
BIO04768,RDC01052,28025143,10.1016/j.bbrc.2016.12.156,,
BIO02098,RDC01056,37555904,10.1007/s00259-023-06373-3,,
BIO02099,RDC01056,37555904,10.1007/s00259-023-06373-3,,
BIO04769,RDC01056,37555904,10.1007/s00259-023-06373-3,,
BIO04770,RDC01056,37555904,10.1007/s00259-023-06373-3,,
BIO04771,RDC01056,37555904,10.1007/s00259-023-06373-3,,
BIO04772,RDC01056,37555904,10.1007/s00259-023-06373-3,,
BIO02100,RDC01057,33386467,10.1007/s00262-020-02818-y,,
BIO02101,RDC01057,33386467,10.1007/s00262-020-02818-y,,
BIOR04773,RDC01057,33386467,10.1007/s00262-020-02818-y,,
BIOR04774,RDC01057,33386467,10.1007/s00262-020-02818-y,,
BIOR04775,RDC01057,33386467,10.1007/s00262-020-02818-y,,
BIOR04776,RDC01057,33386467,10.1007/s00262-020-02818-y,,
BIO02102,RDC01057,31253743,10.21037/qims-21-991,,
BIO02103,RDC01057,31253743,10.21037/qims-21-991,,
BIO04783,RDC01057,31253744,10.21037/qims-21-991,,
BIO04784,RDC01057,31253745,10.21037/qims-21-991,,
BIO02104,RDC01057,31253746,10.18632/aging.202981,,
BIO02105,RDC01057,31253747,10.18632/aging.202981,,
BIO04779,RDC01057,31253748,10.18632/aging.202981,,
BIO04780,RDC01057,31253749,10.18632/aging.202981,,
BIO04781,RDC01057,31253750,10.18632/aging.202981,,
BIO04782,RDC01057,31253751,10.18632/aging.202981,,
BIO02106,RDC01057,31253743,10.2967/jnumed.119.226712,,
BIO02107,RDC01057,31253743,10.2967/jnumed.119.226712,,
BIO04777,RDC01057,31253743,10.2967/jnumed.119.226712,,
BIO04778,RDC01057,31253743,10.2967/jnumed.119.226712,,
BIO02108,RDC01060,35278777,10.1016/j.bioorg.2022.105682,,
BIO02109,RDC01060,35278777,10.1016/j.bioorg.2022.105682,,
BIO04785,RDC01060,35278777,10.1016/j.bioorg.2022.105682,,
BIO04786,RDC01060,35278777,10.1016/j.bioorg.2022.105682,,
BIO04787,RDC01060,35278777,10.1016/j.bioorg.2022.105682,,
BIO04788,RDC01060,35278777,10.1016/j.bioorg.2022.105682,,
BIO02110,RDC01061,26447758,"10.18632/oncotarget.5335
",,
BIO02111,RDC01061,26447758,"10.18632/oncotarget.5335
",,
BIO02112,RDC01062,34450241,"10.1016/j.ejpb.2021.08.004
",,
BIO02113,RDC01062,34450241,"10.1016/j.ejpb.2021.08.004
",,
BIO02118,RDC01028, 24491409,10.2967/jnumed.113.126615,,
EF01003,RDC01003,36063202,10.1007/s00259-022-05954-y,,
EF01004,RDC01003,36063202,10.1007/s00259-022-05954-y,,
EF01005,RDC01006,40051166, 10.1158/1535-7163.MCT-24-0254,,
EF01006,RDC01008,36648492,10.1158/1078-0422.CCR-22-1973,,
EF01007,RDC01011,21865288,10.1089/cbr.2014.1660,,
EF01008,RDC01021,38194043,10.1186/s41181-023-00235-x,,
EF01009,RDC01021,38194043,10.1186/s41181-023-00235-x,,
EF01010,RDC01025,23674207,10.1007/s00259-013-2434-7,,
EF01011,RDC01029,22739362,10.1016/j.nucmedbio.2012.05.007,,
EF01013,RDC01066,24824962,10.2310/7290.2014.00008,,
BIO02150,RDC01188,39213795,10.1016/j.bioorg.2024.107745,,
BIO02151,RDC01188,39213795,10.1016/j.bioorg.2024.107745,,
BIO02152,RDC01189,,10.1016/j.xcrp.2025.102723,,
BIO02153,RDC01189,,10.1016/j.xcrp.2025.102723,,
BIO02154,RDC01189,,10.1016/j.xcrp.2025.102723,,
BIO02155,RDC01189,,10.1016/j.xcrp.2025.102723,,
BIO02156,RDC01189,,10.1016/j.xcrp.2025.102723,,
BIO02157,RDC01189,,10.1016/j.xcrp.2025.102723,,
BIO02158,RDC01189,,10.1016/j.xcrp.2025.102723,,
BIO02159,RDC01189,,10.1016/j.xcrp.2025.102723,,
BIO02160,RDC01191,40338113,10.1021/acs.molpharmaceut.5c00469,,
BIO02161,RDC01191,40338113,10.1021/acs.molpharmaceut.5c00469,,
BIO02162,RDC01191,40338113,10.1021/acs.molpharmaceut.5c00469,,
BIO02163,RDC01191,40338113,10.1021/acs.molpharmaceut.5c00469,,
BIO02164,RDC01191,40338113,10.1021/acs.molpharmaceut.5c00469,,
BIO02165,RDC01191,40338113,10.1021/acs.molpharmaceut.5c00469,,
BIO02166,RDC01191,40338113,10.1021/acs.molpharmaceut.5c00469,,
BIO02167,RDC01191,40338113,10.1021/acs.molpharmaceut.5c00469,,
BIO02168,RDC01193,37093191,10.1158/1078-0432.CCR-23-0609,,
BIO02169,RDC01193,37093191,10.1158/1078-0432.CCR-23-0609,,
BIO02170,RDC01193,37093191,10.1158/1078-0432.CCR-23-0609,,
BIO02171,RDC01193,37093191,10.1158/1078-0432.CCR-23-0609,,
BIO02172,RDC01195,39947908,10.2967/jnumed.124.269024,,
BIO02175,RDC01200,27122234,10.1007/s11307-016-0953-x,,
BIO02179,RDC01207,27122234,10.1007/s11307-016-0953-x,,
BIO02180,RDC01208,27122234,10.1007/s11307-016-0953-x,,
BIO02181,RDC01209,27122234,10.1007/s11307-016-0953-x,,
BIO02182,RDC01210,39069891,10.1021/acs.molpharmaceut.4c00366,,
BIO02183,RDC01212,31452065,10.1007/s11307-019-01416-4,,
BIO02184,RDC01212,31452065,10.1007/s11307-019-01416-4,,
BIO02185,RDC01214,40340382,10.1021/acs.molpharmaceut.5c00442,,
BIO02187,RDC01215,39978811,10.2967/jnumed.124.268387,,
BIO02188,RDC01215,39978811,10.2967/jnumed.124.268387,,
BIO02191,RDC01083,39843795,10.1186/s41181-025-00328-9,,
BIO02193,RDC01123,37310115,10.1021/acsami.3c03931,,
BIO02194,RDC01085,40811790,10.1002/cbic.202500508,,
BIO02195,RDC01086,40811790,10.1002/cbic.202500508,,
BIO02196,RDC01090,40692132,10.1021/acs.jmedchem.5c00979,,
BIO02197,RDC01092,40692132,10.1021/acs.jmedchem.5c00979,,
BIO02198,RDC01090,40692132,10.1021/acs.jmedchem.5c00979,,
BIO02201,RDC01095,40591084,10.1186/s41181-025-00359-2,,
BIO02202,RDC01096,40591084,10.1186/s41181-025-00359-2,,
BIO02203,RDC01097,40343815,10.1158/1078-0432.CCR-25-0160,,
BIO02207,RDC01101,40733128,10.3390/pharmaceutics17070920,,
BIO02212,RDC01105,40029371,10.1007/s00259-025-07173-7,,
BIO02213,RDC01105,40029371,10.1007/s00259-025-07173-7,,
BIO02214,RDC01106,38442611,10.1016/j.bioorg.2024.107193,,
BIO02215,RDC01107,33098025,10.1007/s11307-020-01544-2,,
BIO04789,RDC01107,33098025,10.1007/s11307-020-01544-2,,
BIO04790,RDC01107,33098025,10.1007/s11307-020-01544-2,,
BIO02216,RDC01108,33098025,10.1007/s11307-020-01544-2,,
BIO02217,RDC01109,38713298,10.1007/s00259-024-06743-5,,
BIO02219,RDC01111,39871394,10.1186/s40644-025-00826-8,,
BIO02220,RDC01111,39871394,10.1186/s40644-025-00826-8,,
BIO02221,RDC01112,38880776,10.1002/smtd.202400358,,
BIO02222,RDC01112,38880776,10.1002/smtd.202400358,,
BIO02223,RDC01113,38580333,10.1136/jitc-2024-008794,,
BIO02224,RDC01113,38580333,10.1136/jitc-2024-008794,,
BIO02225,RDC01113,38580333,10.1136/jitc-2024-008794,,
BIO02226,RDC01113,38580333,10.1136/jitc-2024-008794,,
BIO02227,RDC01114,38580333,10.1136/jitc-2024-008794,,
BIO02228,RDC01115,38580333,10.1136/jitc-2024-008794,,
BIO02229,RDC01116,38580333,10.1136/jitc-2024-008794,,
BIO02230,RDC01117,40394402,10.1007/s00259-025-07238-7,,
BIO02233,RDC01119,39079391,10.1016/j.bioorg.2024.107660,,
BIO02234,RDC01120,39079391,10.1016/j.bioorg.2024.107660,,
BIO02235,RDC01121,37878029,10.1007/s00259-023-06480-1,,
BIO02236,RDC01122,37878029,10.1007/s00259-023-06480-1,,
BIO02237,RDC01123,34326125,10.2967/jnumed.121.262045,,
BIO02240,RDC01125,38640719,10.1016/j.bioorg.2024.107352,,
BIO02241,RDC01126,38640719,10.1016/j.bioorg.2024.107352,,
BIO02244,RDC01133,28588151,10.2967/jnumed.117.191718,,
BIO02245,RDC01133,28588151,10.2967/jnumed.117.191718,,
BIO02248,RDC01135,33517324,10.2967/jnumed.120.258384,,
BIO02249,RDC01135,33517324,10.2967/jnumed.120.258384,,
BIO02255,RDC01136,40833585,10.1186/s41181-025-00380-5,,
BIO02256,RDC01137,40833585,10.1186/s41181-025-00380-5,,
BIO02257,RDC01138,38372838,10.1186/s41181-024-00243-5,,
BIO02258,RDC01139,38372838,10.1186/s41181-024-00243-5,,
BIO02259,RDC01140,38372838,10.1186/s41181-024-00243-5,,
BIO02260,RDC01141,38372838,10.1186/s41181-024-00243-5,,
BIO02261,RDC01142,37368947,10.1021/acs.molpharmaceut.3c00382,,
BIO02262,RDC01143,37368947,10.1021/acs.molpharmaceut.3c00382,,
BIO02263,RDC01144,37368947,10.1021/acs.molpharmaceut.3c00382,,
BIO02264,RDC01146,38291706,10.1021/acs.molpharmaceut.3c01128,,
BIO02265,RDC01146,38291706,10.1021/acs.molpharmaceut.3c01128,,
BIO02266,RDC01112,30037229,10.1021/acs.molpharmaceut.8b00399,,
BIO02267,RDC01147,34910492,10.1021/acs.molpharmaceut.1c00694,,
BIO02268,RDC01148,39513410,10.1002/advs.202404231,,
BIO02269,RDC01148,39513410,10.1002/advs.202404231,,
BIO02270,RDC01149,39513410,10.1002/advs.202404231,,
BIO02271,RDC01149,39513410,10.1002/advs.202404231,,
BIO02277,RDC01153,36541699,10.1021/acs.molpharmaceut.2c00874,,
BIO02278,RDC01153,36541699,10.1021/acs.molpharmaceut.2c00874,,
BIO02279,RDC01155,38395797,10.1021/acs.molpharmaceut.3c01219,,
BIO02280,RDC01156,31741201,10.1007/s11307-019-01441-3,,
BIO02282,RDC01158,39174596,10.1038/s41598-024-70385-8,,
BIO04791,RDC01158,39174596,10.1038/s41598-024-70385-8,,
BIO02285,RDC01161,34119742,10.1016/j.nucmedbio.2021.05.004,,
BIO02286,RDC01162,34119742,10.1016/j.nucmedbio.2021.05.004,,
BIO02287,RDC01163,30875232,10.1021/acs.molpharmaceut.9b00010,,
BIO02288,RDC01164,30875232,10.1021/acs.molpharmaceut.9b00010,,
BIO02289,RDC01165,26307602,10.1021/acs.bioconjchem.5b00318,,
BIO02290,RDC01166,28247187,10.1007/s11307-017-1060-3,,
BIO02291,RDC01166,28247187,10.1007/s11307-017-1060-3,,
BIO02292,RDC01167,28247187,10.1007/s11307-017-1060-3,,
BIO02293,RDC01167,28247187,10.1007/s11307-017-1060-3,,
BIO02294,RDC01168,39065756,10.3390/ph17070906,,
BIO02295,RDC01169,39065756,10.3390/ph17070906,,
BIO02296,RDC01170,39065756,10.3390/ph17070906,,
BIO02297,RDC01171,39065756,10.3390/ph17070906,,
BIO02298,RDC01172,38291578,10.1021/acs.molpharmaceut.3c01151,,
BIO02299,RDC01172,38291578,10.1021/acs.molpharmaceut.3c01151,,
BIO02300,RDC01172,38291578,10.1021/acs.molpharmaceut.3c01151,,
BIO02301,RDC01173,35831714,10.1007/s00259-022-05876-9,,
BIO02302,RDC01174,38500749,10.62347/HUQD8000,,
BIO02305,RDC01179,32315549,10.1089/cbr.2019.3056,,
BIO02306,RDC01181,31953313,10.1158/1078-0432.CCR-19-3137,,
BIO02307,RDC01182,33483343,10.1136/jitc-2020-002025,,
BIO02309,RDC01183,31044647,10.1177/1536012119829986,,
BIO02310,RDC01184,30589553,10.1021/acs.molpharmaceut.8b01040,,
BIO02311,RDC01185,31883023,10.1007/s00259-019-04646-4,,
BIO02312,RDC01185,31883023,10.1007/s00259-019-04646-4,,
BIO02313,RDC01185,31883023,10.1007/s00259-019-04646-4,,
BIO02314,RDC01185,31883023,10.1007/s00259-019-04646-4,,
BIO02315,RDC01185,31883023,10.1007/s00259-019-04646-4,,
BIO02316,RDC01182,38138961,10.3390/ijms242417132,,
BIO02317,RDC01182,38138961,10.3390/ijms242417132,,
BIO02318,RDC01182,38138961,10.3390/ijms242417132,,
EF01082,RDC01117,40394402,10.1007/s00259-025-07238-7,,
EF01083,RDC01151,39472367,10.1007/s00259-024-06962-w,,
EF01084,RDC01181,31953313,10.1158/1078-0432.CCR-19-3137,,
EF01085,RDC01184,30589553,10.1021/acs.molpharmaceut.8b01040,,
EF01086,RDC01185,31883023,10.1007/s00259-019-04646-4,,
BIO02320,RDC01221,26552656,10.1007/s11307-015-0908-7,,
BIO02321,RDC01221,26552656,10.1007/s11307-015-0908-7,,
BIO02322,RDC01221,26552656,10.1007/s11307-015-0908-7,,
BIO02323,RDC01221,26552656,10.1007/s11307-015-0908-7,,
BIO02324,RDC01221,26552656,10.1007/s11307-015-0908-7,,
BIO02325,RDC01221,26552656,10.1007/s11307-015-0908-7,,
BIO02333,RDC01235,,10.1186/s13550-014-0063-1,,
BIO02336,RDC01238,,10.1186/2191-219X-4-13,,
BIO02335,RDC01238,,10.1186/2191-219X-4-13,,
BIO02339,RDC01241,,10.1002/cmmi.1558,,
BIO02340,RDC01241,,10.1002/cmmi.1558,,
BIO02341,RDC01241,,10.1002/cmmi.1558,,
BIO02342,RDC01241,,10.1002/cmmi.1558,,
BIO02343,RDC01243,25977460,10.2967/jnumed.115.156729,,
BIO02344,RDC01243,25977460,10.2967/jnumed.115.156729,,
BIO02345,RDC01245,26404855,10.1016/j.imlet.2015.09.012,,
BIO02348,RDC01247,23733925,10.2967/jnumed.112.116624,,
BIO02349,RDC01248,23733925,10.2967/jnumed.112.116624,,
BIO02351,RDC01250,23733925,10.2967/jnumed.112.116624,,
BIO02352,RDC01253,21513347,10.1021/bc1005625,,
BIO02353,RDC01256,27076393,10.1021/acs.bioconjchem.5b00679,,
BIO02354,RDC01257,27076393,10.1021/acs.bioconjchem.5b00679,,
BIO02355,RDC01258,27076393,10.1021/acs.bioconjchem.5b00679,,
BIO02358,RDC01262,28102507,10.1186/s13550-017-0257-4,,
BIO02359,RDC01262,28102507,10.1186/s13550-017-0257-4,,
BIO02364,RDC01267,12679407,,,
BIO02365,RDC01228,12679407,,,
BIO02366,RDC01269,12679407,,,
BIO02373,RDC01289,20568777,10.1021/jm100623e,,
BIO02374,RDC01290,20568777,10.1021/jm100623e,,
BIO02375,RDC01291,18637669,10.1021/jm800111u,,
BIO02376,RDC01292,18637669,10.1021/jm800111u,,
BIO02377,RDC01293,18637669,10.1021/jm800111u,,
BIO02379,RDC01295,20687214,10.1002/pros.21176,,
BIO02380,RDC01296,20687214,10.1002/pros.21176,,
BIO02381,RDC01296,20687214,10.1002/pros.21176,,
BIO02382,RDC01296,20687214,10.1002/pros.21176,,
BIO02390,RDC01302,20047017,10.2174/1874471010902010009,,
BIO02388,RDC01302,20047017,10.2174/1874471010902010009,,
BIO02389,RDC01302,20047017,10.2174/1874471010902010009,,
BIO02391,RDC01306,20660376,10.2967/jnumed.110.076174,,
BIO02392,RDC01306,20660376,10.2967/jnumed.110.076174,,
BIO02393,RDC01309,26700033,10.1371/journal.pone.0145755,,
BIO02394,RDC01310,26700033,10.1371/journal.pone.0145755,,
BIO02395,RDC01311,26700033,10.1371/journal.pone.0145755,,
BIO02396,RDC01313,26700033,10.1371/journal.pone.0145755,,
BIO02397,RDC01314,26608882,10.1186/s13550-015-0147-6,,
BIO02398,RDC01315,24615708,10.1002/pros.22789,,
BIO02399,RDC01316,24615708,10.1002/pros.22789,,
BIO02401,RDC01324,24718895,10.3892/ijo.2014.2377,,
BIO02402,RDC01329,38703587,10.1016/j.nucmedbio.2024.108916,,
BIO02403,RDC01330,38703587,10.1016/j.nucmedbio.2024.108916,,
BIO02404,RDC01333,38683349,10.1007/s00259-024-06726-6,,
BIO02405,RDC01334,38683349,10.1007/s00259-024-06726-6,,
BIO02406,RDC01335,38683349,10.1007/s00259-024-06726-6,,
BIO02407,RDC01336,38683349,10.1007/s00259-024-06726-6,,
BIO02408,RDC01337,39614820,10.1021/acs.molpharmaceut.4c00974,,
BIO02409,RDC01338,39614820,10.1021/acs.molpharmaceut.4c00974,,
BIO02410,RDC01343,38844360,10.2967/jnumed.124.267450,,
BIO02411,RDC01344,38844360,10.2967/jnumed.124.267450,,
BIO02412,RDC01345,38844360,10.2967/jnumed.124.267450,,
BIO02413,RDC01346,38844360,10.2967/jnumed.124.267450,,
BIO02414,RDC01347,39185789,10.1021/acs.bioconjchem.4c00313,,
BIO02415,RDC01348,39185789,10.1021/acs.bioconjchem.4c00313,,
BIO02416,RDC01349,39185789,10.1021/acs.bioconjchem.4c00313,,
BIO02417,RDC01356,39144550,10.1021/acsptsci.4c00257,,
BIO02418,RDC01357,39144550,10.1021/acsptsci.4c00257,,
BIO02419,RDC01358,39144550,10.1021/acsptsci.4c00257,,
BIO02420,RDC01359,39144550,10.1021/acsptsci.4c00257,,
BIO02421,RDC01360,39144550,10.1021/acsptsci.4c00257,,
BIO02422,RDC01363,37375829,10.3390/ph16060882,,
BIO02423,RDC01567,37375829,10.3390/ph16060882,,
BIO02424,RDC01569,36015144,10.3390/ph15080996,,
BIO02425,RDC01370,28924629,10.1007/s11307-017-1121-7,,
BIO02426,RDC01372,29088775,10.18632/oncotarget.18276,,
BIO02427,RDC01372,29088775,10.18632/oncotarget.18276,,
BIO02430,RDC01374,28408532,10.2967/jnumed.117.191882,,
BIO02431,RDC01374,28408532,10.2967/jnumed.117.191882,,
BIO02435,RDC01380,,10.1007/s41365-016-0134-2,,
BIO02436,RDC01380,,10.1007/s41365-016-0134-2,,
BIO02437,RDC01381,28273495,10.1016/j.nucmedbio.2017.01.010,,
BIO02438,RDC01383,28638478,10.7150/thno.18719,,
BIO02439,RDC01384,28638478,10.7150/thno.18719,,
BIO02440,RDC01385, 27635024,10.2967/jnumed.116.178939,,
BIO04792,RDC01390,28001364,10.1021/acs.biomac.6b01485,,
BIO02444,RDC01390,28001364,10.1021/acs.biomac.6b01485,,
BIO02446,RDC01391,27248781,10.1021/acs.bioconjchem.6b00222,,
BIO04793,RDC01391,27248781,10.1021/acs.bioconjchem.6b00222,,
BIO02447,RDC01392,27230930,10.2967/jnumed.116.174300,,
BIO02448,RDC01392,27230930,10.2967/jnumed.116.174300,,
BIO02449,RDC01396,28742337,10.1021/acs.inorgchem.7b01129,,
BIO02450,RDC01397,28273651,10.1016/j.jpba.2017.02.049,,
BIO04794,RDC01397,28273651,10.1016/j.jpba.2017.02.049,,
BIO04795,RDC01397,28273651,10.1016/j.jpba.2017.02.049,,
BIO04796,RDC01397,28273651,10.1016/j.jpba.2017.02.049,,
BIO04797,RDC01397,28273651,10.1016/j.jpba.2017.02.049,,
BIO02451,RDC01398,28273651,10.1016/j.jpba.2017.02.049,,
BIO02452,RDC01399,29684274,10.1021/acs.molpharmaceut.8b00152,,
BIO02453,RDC01400,29684275,10.1021/acs.molpharmaceut.8b00153,,
BIO02454,RDC01401,29400475,10.1021/acs.molpharmaceut.7b00877,,
BIO02455,RDC01402,29400475,10.1021/acs.molpharmaceut.7b00878,,
BIO02456,RDC01403,29400475,10.1021/acs.molpharmaceut.7b00879,,
BIO02457,RDC01404,30237212,10.2967/jnumed.118.214403,,
BIO04798,RDC01404,30237212,10.2967/jnumed.118.214403,,
BIO02458,RDC01405,29865797,10.1021/acs.bioconjchem.8b00292,,
BIO02459,RDC01406,29920108,10.1021/acs.molpharmaceut.8b00499,,
BIO02460,RDC01407,29920108,10.1021/acs.molpharmaceut.8b00499,,
BIO02461,RDC01408,32190233,10.1039/c9md00401g,,
BIO02462,RDC01362,31134301,10.1007/s00259-019-04345-0,,
BIO04799,RDC01362,31134301,10.1007/s00259-019-04345-0,,
BIO02468,RDC01419,38751628,10.1021/acsptsci.4c00012,,
BIO02469,RDC01420,38751628,10.1021/acsptsci.4c00012,,
BIO02470,RDC01421,38751628,10.1021/acsptsci.4c00012,,
BIO02471,RDC01422,38751628,10.1021/acsptsci.4c00012,,
BIO02472,RDC01423,38751628,10.1021/acsptsci.4c00012,,
BIO02473,RDC01424,38751628,10.1021/acsptsci.4c00012,,
BIO02474,RDC01425,38751628,10.1021/acsptsci.4c00012,,
BIO02475,RDC01426,38751628,10.1021/acsptsci.4c00012,,
BIO02476,RDC01433,40137569,10.3390/tomography11030029,,
BIO02479,RDC01435,40358362,10.1021/acs.jmedchem.5c00370,,
BIO02480,RDC01437,40358362,10.1021/acs.jmedchem.5c00370,,
BIO02481,RDC01439,40532608,10.1016/j.nucmedbio.2025.109043,,
BIO02482,RDC01440,40532608,10.1016/j.nucmedbio.2025.109043,,
BIO02483,RDC01440,40532608,10.1016/j.nucmedbio.2025.109043,,
BIO02484,RDC01441,40532608,10.1016/j.nucmedbio.2025.109043,,
BIO02485,RDC01441,40532608,10.1016/j.nucmedbio.2025.109043,,
BIO02486,RDC01442,39745526,10.1007/s00259-024-07046-5,,
