drug_id,external_id,drug_name,drug_synonyms,status,Type,main_pubmed,main_doi,smiles,structure_image,chebi_id,pubchem_cid,pubchem_sid,MOA,notes,created_at,updated_at,,,,,,,,,,,,,,
RDC01630,,[67Cu]Cu-Pertuzumab-PEG6-DM1,67Cu-Pertuzumab-PEG6-DM1,Preclinical,Diagnosis,37095184,10.1038/s41416-023-02272-4,,,,,,"Pertuzumab-PEG6-DM1 is an antibody-drug conjugate (ADC) consisting of the monoclonal antibody Pertuzumab conjugated to the cytotoxic agent DM1 via a PEG6 linker. It specifically targets Domain II of HER2 (inhibiting receptor dimerization) to deliver the microtubule inhibitor DM1 into tumor cells, used in the targeted therapy research of HER2-positive cancers.",,,,,,,,,,,,,,,,,
RDC01631,,[177Lu]Lu-DOTA-trastuzumab,¹⁷⁷Lu-trastuzumab,Preclinical,Treatment,34198999,10.3390/pharmaceutics13070971,,,,,,"[177Lu]Lu-DOTA-trastuzumab is a radioimmunopharmaceutical composed of the radionuclide Lutetium-177 (177Lu) conjugated to the monoclonal antibody Trastuzumab. It specifically targets HER2 receptors and utilizes the beta particles emitted by 177Lu to kill tumor cells through ionizing radiation, primarily used for radionuclide therapy of HER2-positive cancers, while also allowing for imaging monitoring via its gamma emissions.",,,,,,,,,,,,,,,,,
RDC01632,,[177Lu]Lu-ABY-027,¹⁷⁷Lu-ABY-027,Preclinical,Treatment,37173878,10.3390/cancers15092409,,,,,,"[177Lu]Lu-ABY-027 is a radiopharmaceutical consisting of the radionuclide Lutetium-177 (177Lu) labeled onto the second-generation Affibody molecule ABY-027. It targets HER2-positive tumors with high specificity. Utilizing the beta particles emitted by 177Lu for radionuclide therapy, its design leverages the small molecular size of the affibody to achieve superior tumor penetration and rapid clearance from non-target tissues.",,,,,,,,,,,,,,,,,
RDC01633,,[68Ga]Ga-DOTA-GGG-H6F,⁶⁸Ga-DOTA-H6F peptide,Preclinical,Diagnosis,,10.1039/d3nj02050a,,,,,,"[68Ga]Ga-DOTA-GGG-H6F is a radiopharmaceutical consisting of the radionuclide Gallium-68 (68Ga) labeled onto a targeting peptide. The molecule features a GGG (Gly-Gly-Gly) linker and the H6F peptide (typically targeting HER2). It specifically binds to targets on the tumor surface and is primarily used for the PET imaging diagnosis of HER2-positive tumors, leveraging its small molecular size to achieve rapid blood clearance and high-contrast imaging.",,,,,,,,,,,,,,,,,
RDC01634,,[99mTc]Tc-HYNIC-PEG12-rL-A9,⁹⁹ᵐTc-HER2 affibody A9,Preclinical,Diagnosis,39968607,10.1111/cbdd.70064,,,,,,"[99mTc]Tc-HYNIC-PEG12-rL-A9 is a radiopharmaceutical consisting of the radionuclide Technetium-99m (99mTc) labeled onto the rL-A9 peptide. The molecule incorporates PEG12 as a pharmacokinetic modifier to improve in vivo biodistribution. It specifically targets HER2, leveraging the significantly enhanced affinity and tumor uptake provided by the PEG12 linker, and is primarily used for the SPECT imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01635,,[68Ga]Ga-NOTA-MVK-ZHER2:2891,⁶⁸Ga-HER2 affibody 2891,Preclinical,Diagnosis,38216779,10.1007/s00259-023-06584-8,,,,,,"[68Ga]Ga-NOTA-MVK-ZHER2:2891 is a radiotracer consisting of Gallium-68 (68Ga) labeled onto the ZHER2:2891 Affibody. The molecule incorporates an MVK (typically Met-Val-Lys) cleavable linker, designed to reduce renal radioactivity retention through the action of brush border enzymes. It specifically targets the HER2 receptor for high-quality PET imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01637,,[68Ga]Ga-trastuzumab Fab,⁶⁸Ga-trastuzumab Fab,Preclinical,Diagnosis,35131966,10.1097/mnm.0000000000001521,,,,,,"[68Ga]Ga-trastuzumab Fab is a radiotracer consisting of Gallium-68 (68Ga) labeled onto the Fab fragment of Trastuzumab. It specifically targets the HER2 receptor. Compared to full antibodies, its smaller molecular weight allows for faster blood clearance and an earlier imaging time window, primarily used for the PET imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01638,,[111In]In-TMDI4-2,¹¹¹In-HER2 probe TMDI4-2,Preclinical,Diagnosis,39585568,10.1007/s12149-024-02003-6,,,,,,"[111In]In-TMDI4-2 is a radioimmunoconjugate (RIC) consisting of the radionuclide Indium-111 (111In) labeled onto Trastuzumab. It specifically targets HER2. The core design utilizes increased positive charge to accelerate the blood clearance of non-targeted antibodies, thereby significantly improving the tumor-to-blood ratio for the imaging research of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01639,,[64Cu]Cu-DOTA-trastuzumab ,⁶⁴Cu-DOTA-Herceptin,Preclinical,Diagnosis,36615280,10.3390/molecules28010075,,,,,,[64Cu]Cu-DOTA-trastuzumab is a radioimmunotracer composed of the radionuclide Copper-64 (64Cu) conjugated to the monoclonal antibody Trastuzumab. It specifically targets HER2 receptors and is used for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01640,,[64Cu]Cu-15.5-trastuzumab ,⁶⁴Cu-15.5-trastuzumab,Preclinical,Diagnosis,36615280,10.3390/molecules28010075,,,,,,[64Cu]Cu-15.5-trastuzumab is a radioimmunotracer composed of the radionuclide Copper-64 (64Cu) conjugated to the monoclonal antibody Trastuzumab. It specifically targets HER2 receptors and is used for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01641,,[64Cu]Cu-NODAGA-trastuzumab ,⁶⁴Cu-NODAGA-trastuzumab,Preclinical,Diagnosis,36615280,10.3390/molecules28010075,,,,,,[64Cu]Cu-NODAGA-trastuzumab is a radioimmunotracer composed of the radionuclide Copper-64 (64Cu) conjugated to the monoclonal antibody Trastuzumab. It specifically targets HER2 receptors and is used for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01642,,[177Lu]Lu-HP2 ,¹⁷⁷Lu-HER2 peptide HP2,Preclinical,Treatment,40374553,10.2967/jnumed.125.269533,,,,,,"[177Lu]Lu-HP2 is a radiopharmaceutical composed of the radionuclide Lutetium-177 (177Lu) complexed with the macrocyclic polyamine chelator HP2 (1,4,7,10-tetraazacyclododecane-1,7-diacetic acid). It typically functions as a bone-targeting agent, utilizing its high affinity for bone tissue for the radionuclide therapy of bone metastases.",,,,,,,,,,,,,,,,,
RDC01644,,[64Cu]Cu-PCB-TE2A-PEG4-trastuzumab,64Cu-labeled antibody conjugate for immuno-PET；⁶⁴Cu-trastuzumab (PCB-TE2A),Preclinical,Diagnosis,35014372,10.1021/acsabm.0c01555,,,,,,[64Cu]Cu-PCB-TE2A-PEG4-trastuzumab is a radioimmunotracer composed of the radionuclide Copper-64 (64Cu) conjugated to the monoclonal antibody Trastuzumab. The molecule incorporates a PEG4 linker to optimize pharmacokinetics. It specifically targets HER2 receptors and is used for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01645,,[111In]In-BTz-DA ,¹¹¹In-benzothiazole-DA；¹¹¹In-BTz-DA,Preclinical,Diagnosis,38614036,10.1016/j.nucmedbio.2024.108911,,,,,,[111In]In-BTz-DA is a radioimmunopharmaceutical consisting of the radionuclide Indium-111 (111In) labeled onto the monoclonal antibody Trastuzumab. It specifically targets the HER2 receptor and is primarily used for the SPECT imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01646,,[111In]In-PTz-DA,¹¹¹In-PTz-DA,Preclinical,Diagnosis,38614036,10.1016/j.nucmedbio.2024.108911,,,,,,[111In]In-PTz-DA is a radioimmunopharmaceutical consisting of the radionuclide Indium-111 (111In) labeled onto the monoclonal antibody Pertuzumab. It specifically targets the HER2 receptor (binding to Domain II) and is used for the SPECT imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01647,,[177Lu]Lu-HP16,Z-HP9-¹⁷⁷Lu-HP16,Preclinical,Diagnosis,38751640,10.1021/acsptsci.4c00106,,,,,,"Z-HP9:[¹⁷⁷Lu]Lu-HP16 is a bispecific or multi-component radioimmunoconjugate. It consists of the Z-HP9 Affibody targeting the HER2 receptor and the HP16 moiety labeled with the radionuclide Lutetium-177 (¹⁷⁷Lu). The agent utilizes the high targeting specificity of the affibody to deliver ¹⁷⁷Lu to the lesion for radionuclide therapy via beta particle emission, primarily used in the targeted therapy research of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01648,,Pb-214/Bi-214-TCMC-Trastuzumab,214Pb-trastuzumab,Preclinical,Diagnosis,38333550,10.3389/fchem.2023.1322773,,,,,,Pb-214/Bi-214-TCMC-Trastuzumab is a radioimmunopharmaceutical consisting of the radionuclide Lead-214 (Pb-214) and its daughter Bismuth-214 (Bi-214) conjugated to the monoclonal antibody Trastuzumab. It specifically targets HER2 receptors and utilizes emitted radiation (particularly in-situ generated alpha particles or high-energy beta particles) for radionuclide therapy of HER2-positive cancers.,,,,,,,,,,,,,,,,,
RDC01649,,​Al[18F]F-NOTA-PBB,Al¹⁸F-NOTA-PBB,Preclinical,Diagnosis,37661815,10.1021/acs.molpharmaceut.3c00216,,,,,,Al[18F]F-NOTA-PBB is a radiopharmaceutical consisting of Fluorine-18 (18F) labeled via the AlF (Aluminum Fluoride) chelation method using the NOTA chelator onto a PBB (antibody fragment or peptide) derivative. It specifically targets the HER2 receptor and is used for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01650,,[225Ac]Ac-macropa-T-PEG₆-DM1,²²⁵Ac-macropa-DM1,Preclinical,Treatment,39670857,10.1158/1078-0432.ccr-24-1779,,,,,,[225Ac]Ac-macropa-T-PEG₆-DM1 is a radiopharmaceutical consisting of the radionuclide Actinium-225 (225Ac) labeled onto a T-DM1 (Trastuzumab emtansine) derivative. It specifically targets the HER2 receptor and is used for the radionuclide therapy of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01651,,[225Ac]Ac-Proteus-DOTA,²²⁵Ac-Pr；²²⁵Ac-Proteus,Preclinical,Treatment,37348919,10.2967/jnumed.122.265095,,,,,,[225Ac]Ac-Proteus-DOTA is a radioimmunopharmaceutical consisting of the radionuclide Actinium-225 (225Ac) labeled onto Proteus (an engineered multivalent antibody platform or scaffold protein). It specifically targets HER2 receptors and utilizes emitted alpha particles for radionuclide therapy of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01652,,[177Lu]Lu-DOTA-NLS-rL-A9,¹⁷⁷Lu-NLS-A9,Preclinical,Treatment,39180861,10.1016/j.bmc.2024.117883,,,,,,"[177Lu]Lu-DOTA-NLS-rL-A9 is a radiopharmaceutical consisting of the radionuclide Lutetium-177 (177Lu) labeled. The molecule incorporates an NLS (Nuclear Localization Sequence), rL (linker), and A9 (a HER2-targeting affibody or peptide). It specifically targets HER2 receptors with intended nuclear localization for the radionuclide therapy of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01653,,[52Mn]Mn-Oxo-DO3A-trastuzumab,⁵²Mn-trastuzumab,Preclinical,Diagnosis,39192059,10.1007/s11307-024-01948-4,,,,,,[52Mn]Mn-Oxo-DO3A-trastuzumab is a radioimmunotracer composed of the radionuclide Manganese-52 (52Mn) conjugated to the monoclonal antibody Trastuzumab. It specifically targets HER2 receptors and is used for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01654,,[177Lu]Lu-PEP40233,177Lu-PEP40233,Preclinical,Diagnosis,36432709,10.3390/pharmaceutics14112519,,,,,,"PEP40233 (HER2) is a specific peptide-based probe (typically based on the Affibody scaffold) targeting Human Epidermal Growth Factor Receptor 2 (HER2). When labeled with radionuclides, it is indicated for the PET/CT imaging diagnosis of HER2-positive tumors, including breast and gastric cancers.",,,,,,,,,,,,,,,,,
RDC01655,,211At-anti-HER2 mAb (SA stabilized),²¹¹At-trastuzumab,Preclinical,Treatment,36573995,10.1021/acs.molpharmaceut.2c00869,,,,,,"211At-anti-HER2 mAb (SA stabilized) is a radioimmunopharmaceutical consisting of Astatine-211 (211At) labeled onto a HER2-targeting monoclonal antibody. Utilizing SA (succinimidyl or related stabilizing groups) for structural stabilization, it specifically targets HER2 receptors for radionuclide therapy of HER2-positive tumors via alpha particle emission.",,,,,,,,,,,,,,,,,
RDC01656,,[68Ga]Ga-DOTA-(Ser)₃-LTVSPWY,⁶⁸Ga-LTVSPWY,Preclinical,Diagnosis,35754162,10.1097/mnm.0000000000001590,,,,,,[68Ga]Ga-DOTA-(Ser)₃-LTVSPWY is a radiopeptide tracer consisting of the radionuclide Gallium-68 (68Ga) labeled. The molecule features a (Ser)₃ (tri-serine) linker and the specific peptide sequence LTVSPWY. It specifically targets HER2 receptors and is used for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01657,,[89Zr]Zr-AAZTHAG-C5-Trastuzumab,⁸⁹Zr-trastuzumab,Preclinical,Diagnosis,34641362,10.3390/molecules26195819,,,,,,[89Zr]Zr-AAZTHAG-C5-Trastuzumab is a radioimmunotracer composed of the radionuclide Zirconium-89 (89Zr) conjugated to the monoclonal antibody Trastuzumab. It specifically targets HER2 receptors and is used for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01658,,[68Ga]Ga-TP1580,Gallium-68-TP1580,Preclinical,Diagnosis,,10.1007/s10967-022-08236-x,,,,,,[68Ga]Ga-TP1580 is a radiopharmaceutical consisting of the radionuclide Gallium-68 (68Ga) labeled onto a targeting moiety (typically a peptide or small molecule). It specifically targets HER2 receptors and is used for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01659,,​Al[18F]F-RESCA-5F7,Al¹⁸F-RESCA-5F7,Preclinical,Diagnosis,39027646,10.62347/bvpk1360,,,,,,Al[18F]F-RESCA-5F7 is a radiopharmaceutical consisting of Fluorine-18 (18F) labeled via the AlF (Aluminum Fluoride) method onto 5F7 (a HER2-specific single-domain antibody or nanobody). It specifically targets HER2 receptors and is used for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01660,,[111In]In-DOTA 10H8 minibody,10H8 minibody,Preclinical,Diagnosis,15994969,10.1158/0008-5472.can-04-4472,,,,,,[111In]In-DOTA-10H8 minibody is a radioimmunopharmaceutical consisting of the radionuclide Indium-111 (111In) labeled onto the 10H8 minibody. It specifically targets HER2 receptors and is primarily used for the SPECT imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01662,,[89Zr]Zr-Trastuzumab,89Zr-Trastuzumab,Preclinical,diagnosis,28915583,10.18632/oncotarget.17015,,,,,,[89Zr]Zr-Trastuzumab is a radioimmunotracer composed of the radionuclide Zirconium-89 (89Zr) conjugated to the monoclonal antibody Trastuzumab. It specifically targets HER2 receptors and is used for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01663,,[89Zr]Zr-DFO-T-PEG₆-DM1,89Zr-DFO-T-PEG₆-DM1,Preclinical,diagnosis,39670857,10.1158/1078-0432.CCR-24-1779,,,,,,[89Zr]Zr-DFO-T-PEG₆-DM1 is a radiopharmaceutical consisting of the radionuclide Zirconium-89 (89Zr) labeled onto a T-DM1 (Trastuzumab emtansine) derivative. It specifically targets HER2 receptors and is used for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01664,,[225Ac]Ac-macropa-T-PEG₆-DM1,225Ac-macropa-T-PEG₆-DM1,Preclinical,treatment,39670857,10.1158/1078-0432.CCR-24-1779,,,,,,[225Ac]Ac-macropa-T-PEG₆-DM1 is a radiopharmaceutical consisting of the radionuclide Actinium-225 (225Ac) labeled onto a T-DM1 (Trastuzumab emtansine) derivative. It specifically targets the HER2 receptor and is used for the radionuclide therapy of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01665,,[99mTc]Tc-(ZHER2:2891)₂–ABD–MC-DM1,99mTc-(ZHER2:2891)₂–ABD–MC-DM1,Preclinical,diagnosis,31416167,10.3390/cancers11081168,,,,,,"[99mTc]Tc-(ZHER2:2891)₂–ABD–MC-DM1 is a radiopharmaceutical consisting of the radionuclide Technetium-99m (99mTc) labeled onto a conjugate comprising a bivalent HER2-targeting affibody (ZHER2:2891)₂, an albumin-binding domain (ABD), and the cytotoxic drug DM1. It specifically targets HER2 receptors and is used for the SPECT imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01666,,[99mTc]Tc-(ZHER2:2891)₂–ABD–E₃–MC-DM1,99mTc-(ZHER2:2891)₂–ABD–E₃–MC-DM1,Preclinical,diagnosis,31416167,10.3390/cancers11081168,,,,,,"[99mTc]Tc-(ZHER2:2891)₂–ABD–E₃–MC-DM1 is a radiopharmaceutical consisting of the radionuclide Technetium-99m (99mTc) labeled onto a conjugate comprising a bivalent HER2-targeting affibody (ZHER2:2891)₂, an albumin-binding domain (ABD), a negatively charged E₃ linker, and the cytotoxic drug DM1. It specifically targets HER2 receptors and is used for the SPECT imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01667,,[99mTc]Tc-(ZHER2:2891)₂–ABD–E₆–MC-DM1,99mTc-(ZHER2:2891)₂–ABD–E₆–MC-DM1,Preclinical,diagnosis,31416167,10.3390/cancers11081168,,,,,,"[99mTc]Tc-(ZHER2:2891)₂–ABD–E₆–MC-DM1 is a radiopharmaceutical consisting of the radionuclide Technetium-99m (99mTc) labeled onto a conjugate comprising a bivalent HER2-targeting affibody (ZHER2:2891)₂, an albumin-binding domain (ABD), a negatively charged E₆ (hexa-glutamate) linker, and the cytotoxic drug DM1. It specifically targets HER2 receptors and is used for the SPECT imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01668,,[64Cu]Cu-NOTA-ZHER2:S1,64Cu-NOTA-ZHER2:S1,Preclinical,diagnosis,29097939,10.3390/cancers11081168,,,,,,[64Cu]Cu-NOTA-ZHER2:S1 is a radiopharmaceutical consisting of the radionuclide Copper-64 (64Cu) labeled onto the HER2-targeting affibody ZHER2:S1. It specifically targets HER2 receptors and is used for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01669,,[64Cu]Cu-NODAGA-ZHER2:S1,64Cu-NODAGA-ZHER2:S1,Preclinical,diagnosis,29097939,10.3390/cancers11081168,,,,,,"[64Cu]Cu-NODAGA-ZHER2:S1 is a radiopharmaceutical consisting of the radionuclide Copper-64 (64Cu) labeled onto the HER2-targeting affibody ZHER2:S1. Compared to NOTA, NODAGA offers enhanced coordination stability. It specifically targets HER2 receptors and is used for the PET imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01670,,[68Ga]Ga-NODAGA-ZHER2:S1,68Ga-NODAGA-ZHER2:S1,Preclinical,diagnosis,29097939,10.3390/cancers11081168,,,,,,[68Ga]Ga-NODAGA-ZHER2:S1 is a radiopharmaceutical consisting of the radionuclide Gallium-68 (68Ga) labeled onto the HER2-targeting affibody ZHER2:S1. It specifically targets HER2 receptors and is used for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01673,,[211At]At-SAGMB-5F7,211At-SAGMB-5F7,Preclinical,treatment,29031230,10.1016/j.nucmedbio.2017.09.003,,,,,,[211At]At-SAGMB-5F7 is a radioimmunotherapeutic consisting of the Alpha-emitting radionuclide Astatine-211 (211At) labeled onto 5F7 (a HER2-specific nanobody). It specifically targets HER2 receptors and utilizes high linear energy transfer (LET) α-particles from 211At for targeted alpha therapy (TAT) of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01674,,iso-[211At]At-SAGMB-5F7,iso-211At-SAGMB-5F7,Preclinical,treatment,29031230,10.1016/j.nucmedbio.2017.09.003,,,,,,iso-[211At]At-SAGMB-5F7 is a radioimmunotherapeutic consisting of the Alpha-emitting radionuclide Astatine-211 (211At) labeled onto 5F7 (a HER2-specific nanobody). It specifically targets HER2 receptors and utilizes high linear energy transfer (LET) α-particles from 211At for targeted alpha therapy (TAT) of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01677,,[177Lu]Lu-CHX-A’’-DTPA-Trastuzumab,177Lu-CHX-A’’-DTPA-Trastuzumab,Preclinical ,treatment,33342208,10.4103/jcrt.JCRT_20_19,,,,,,[177Lu]Lu-CHX-A’’-DTPA-Trastuzumab is a radioimmunotherapeutic consisting of the radionuclide Lutetium-177 (177Lu) labeled onto Trastuzumab. It specifically targets HER2 receptors and is used for the radionuclide therapy of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01678,,[111In]In-(HE) 3DANS-ADAPT6-GSSC-NOTA,111In-(HE) 3DANS-ADAPT6-GSSC-NOTA,Preclinical ,diagnosis,31082509,10.1016/j.ejpb.2019.05.008,,,,,,"[111In]In-(HE)₃DANS-ADAPT6-GSSC-NOTA is a radiopharmaceutical consisting of the radionuclide Indium-111 (111In) labeled onto ADAPT6 (a scaffold protein-based HER2-targeting molecule) derivative. It incorporates an (HE)₃DANS tag, specifically targets HER2 receptors, and is used for the SPECT imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01679,,[111In]In-(HE)3​DANS-ADAPT6-GSSC-NODAGA,111In-(HE)3​DANS-ADAPT6-GSSC-NODAGA,Preclinical ,diagnosis,31082509,10.1016/j.ejpb.2019.05.008,,,,,,"[111In]In-(HE)₃DANS-ADAPT6-GSSC-NODAGA is a radiopharmaceutical consisting of the radionuclide Indium-111 (111In) labeled onto ADAPT6 (a scaffold protein-based HER2-targeting molecule) derivative. It incorporates an (HE)₃DANS tag, specifically targets HER2 receptors, and is used for the SPECT imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01680,,[111In]In-(HE)3​DANS-ADAPT6-GSSC-DOTA,111In-(HE)3​DANS-ADAPT6-GSSC-DOTA,Preclinical ,diagnosis,31082509,10.1016/j.ejpb.2019.05.008,,,,,,"[111In]In-(HE)₃DANS-ADAPT6-GSSC-DOTA is a radiopharmaceutical consisting of the radionuclide Indium-111 (111In) labeled onto ADAPT6 (a scaffold protein-based HER2-targeting molecule) derivative. It incorporates an (HE)₃DANS tag, specifically targets HER2 receptors, and is used for the SPECT imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01681,,[111In]In-(HE)3​DANS-ADAPT6-GSSC-DOTAGA,111In-(HE)3​DANS-ADAPT6-GSSC-DOTAGA,Preclinical ,diagnosis,31082509,10.1016/j.ejpb.2019.05.008,,,,,,"[111In]In-(HE)₃DANS-ADAPT6-GSSC-DOTAGA is a radiopharmaceutical consisting of the radionuclide Indium-111 (111In) labeled onto ADAPT6 (a scaffold protein-based HER2-targeting molecule) derivative. It incorporates an (HE)₃DANS tag, specifically targets HER2 receptors, and is used for the SPECT imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01682,,[68Ga]Ga-(HE)3​DANS-ADAPT6-GSSC-NOTA,68Ga-(HE)3​DANS-ADAPT6-GSSC-NOTA,Preclinical ,diagnosis,31082509,10.1016/j.ejpb.2019.05.008,,,,,,"[68Ga]Ga-(HE)₃DANS-ADAPT6-GSSC-NOTA is a radiopharmaceutical consisting of the radionuclide Gallium-68 (68Ga) labeled onto ADAPT6 (a scaffold protein-based HER2-targeting molecule) derivative. It incorporates an (HE)₃DANS tag, specifically targets HER2 receptors, and is used for the PET imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01683,,[68Ga]Ga-(HE)3​DANS-ADAPT6-GSSC-NODAGA,68Ga-(HE)3​DANS-ADAPT6-GSSC-NODAGA,Preclinical ,diagnosis,31082509,10.1016/j.ejpb.2019.05.008,,,,,,"[68Ga]Ga-(HE)₃DANS-ADAPT6-GSSC-NODAGA is a radiopharmaceutical consisting of the radionuclide Gallium-68 (68Ga) labeled onto ADAPT6 (a scaffold protein-based HER2-targeting molecule) derivative. It incorporates an (HE)₃DANS tag, specifically targets HER2 receptors, and is used for the PET imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01684,,[68Ga]Ga-(HE)3​DANS-ADAPT6-GSSC-DOTA,68Ga-(HE)3​DANS-ADAPT6-GSSC-DOTA,Preclinical ,diagnosis,31082509,10.1016/j.ejpb.2019.05.008,,,,,,"[68Ga]Ga-(HE)₃DANS-ADAPT6-GSSC-DOTA is a radiopharmaceutical consisting of the radionuclide Gallium-68 (68Ga) labeled onto ADAPT6 (a scaffold protein-based HER2-targeting molecule) derivative. It incorporates an (HE)₃DANS tag, specifically targets HER2 receptors, and is used for the PET imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01685,,[68Ga]Ga-(HE)3​DANS-ADAPT6-GSSC-DOTAGA,68Ga-(HE)3​DANS-ADAPT6-GSSC-DOTAGA,Preclinical ,diagnosis,31082509,10.1016/j.ejpb.2019.05.008,,,,,,"[68Ga]Ga-(HE)₃DANS-ADAPT6-GSSC-DOTAGA is a radiopharmaceutical consisting of the radionuclide Gallium-68 (68Ga) labeled onto ADAPT6 (a scaffold protein-based HER2-targeting molecule) derivative. It incorporates an (HE)₃DANS tag, specifically targets HER2 receptors, and is used for the PET imaging diagnosis of HER2-positive tumors.",,,,,,,,,,,,,,,,,
RDC01686,,[111In]In-DOTA−Z HER2:2891,111In-DOTA−Z HER2:2891,Preclinical ,diagnosis,27010700,10.1021/acs.molpharmaceut.6b00089,,,,,,[111In]In-DOTA-Z HER2:2891 is a radiopharmaceutical consisting of the radionuclide Indium-111 (111In) labeled onto Z HER2:2891 (an Affibody molecule targeting HER2). It specifically targets HER2 receptors and is used for the SPECT imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01687,,[111In]In-DOTAGA−Z HER2:2891,111In-DOTAGA−Z HER2:2891,Preclinical ,diagnosis,27010700,10.1021/acs.molpharmaceut.6b00089,,,,,,[111In]In-DOTAGA-Z HER2:2891 is a radiopharmaceutical consisting of the radionuclide Indium-111 (111In) labeled onto Z HER2:2891 (a HER2-targeting Affibody molecule). It specifically targets HER2 receptors and is used for the SPECT imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01688,,[68Ga]Ga-DOTA−Z HER2:2891,68Ga-DOTA−Z HER2:2891,Preclinical ,diagnosis,27010700,10.1021/acs.molpharmaceut.6b00089,,,,,,[68Ga]Ga-DOTA-Z HER2:2891 is a radiopharmaceutical consisting of the radionuclide Gallium-68 (68Ga) labeled onto Z HER2:2891 (a HER2-targeting Affibody molecule). It specifically targets HER2 receptors and is used for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01689,,[68Ga]Ga-DOTAGA−Z HER2:2891,68Ga-DOTAGA−Z HER2:2891,Preclinical ,diagnosis,27010700,10.1021/acs.molpharmaceut.6b00089,,,,,,[68Ga]Ga-DOTAGA-Z HER2:2891 is a radiopharmaceutical consisting of the radionuclide Gallium-68 (68Ga) labeled onto Z HER2:2891 (a HER2-targeting Affibody molecule). It specifically targets HER2 receptors and is used for the PET imaging diagnosis of HER2-positive tumors.,,,,,,,,,,,,,,,,,
RDC01695,,[177Lu]Lu-@Fe3O4-CEPA-trastuzumab   ,177Lu-@Fe3O4-CEPA-trastuzumab,Preclinical ,treatment,32106568,10.3390/molecules25051025,,,,,,"[177Lu]Lu-@Fe₃O₄-CEPA-trastuzumab is a targeted radiopharmaceutical consisting of the radionuclide Actinium-225 (225Ac) loaded onto CEPA-modified Fe₃O₄ magnetic nanoparticles conjugated with Trastuzumab, used for MRI-guided targeted alpha therapy (TAT) of HER2-positive tumors.",,,,,,,,,,,,,,,,,
